CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5346218;Actifed Descongestionante , 1 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;11,5;299;6;1;2;6;1;2;2;1;1;0;2;1;1;26
8559013;Actifed, 60/2,5 mg x 20 comp;19;43;19;7,65;986,85;21;7;12;5;6;5;5;6;9;15;20;6;12;129
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;11;43;11;10,95;54,75;1;0;1;0;0;0;1;0;0;0;2;0;0;5
6214742;Aqua Maris Ag Mar Isot Spray 30ml;0;43;0;4,69;42,21;0;0;1;2;1;0;1;0;0;1;0;3;0;9
6214759;Aqua Maris Forte Ag Mar Hipert Spray 30ml;0;43;0;5,1;5,1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;9,55;162,35;0;0;0;0;0;0;0;0;0;0;9;3;5;17
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;134,75;1;0;0;0;1;1;1;0;0;2;2;2;1;11
6729327;Breathe Right Penso Nasal Gde X30;0;43;0;26,11;156,66;1;2;0;0;0;1;1;0;0;0;1;0;0;6
6729319;Breathe Right Penso Nasal Peq/Med X30;1;43;1;29,5;88,5;0;0;0;0;0;0;0;1;1;1;0;0;0;3
5458229;Cetirizina Alter Genéricos MG, 10 mg x 20 comp rev;0;43;0;4,7;79,9;0;0;0;0;0;0;0;0;1;5;2;2;7;17
5589312;Cetirizina Aurobindo MG, 10 mg x 20 comp rev;13;43;13;5,9;11,8;0;0;0;0;0;0;0;0;0;0;0;0;2;2
4256798;Cetirizina Bluepharma MG, 10 mg x 20 comp rev;0;43;0;4,9;1234,8;20;17;18;25;19;22;21;27;19;15;7;23;19;252
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;195,3;0;1;10;5;1;3;3;3;1;0;3;0;1;31
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;153,9;1;1;1;3;3;1;2;3;1;1;1;0;0;18
9448712;Dinaxil ,60 mg + 2.5 mg Frasco 20 Unidade(s) Comp;0;43;0;2,68;2,68;0;0;0;0;0;0;0;1;0;0;0;0;0;1
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;660,4;4;11;11;24;17;8;4;7;2;8;2;3;3;104
6985655;Frimar Forte  Spray Nasal Hipert 100ml;4;43;4;8,5;8,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1
7776153;Frimar Forte Sp Nasal Hipert 100Ml Duo;0;43;0;9,95;39,8;0;0;1;0;2;0;0;0;0;0;0;1;0;4
6985663;Frimar Spray Nasal Isot 100ml;22;43;22;8,5;1037;10;4;7;4;2;6;4;9;9;14;22;19;12;122
5568621;Heperpoll Maçã MG, 10 mg x 14 comp chupar;15;43;15;6,9;13,8;0;1;0;1;0;0;0;0;0;0;0;0;0;2
5406376;Nasarox, 0,5 mg/mL-15 mL x 1 sol pulv nasal;0;43;0;5,9;112,1;1;2;1;0;0;0;1;3;2;1;4;0;4;19
9188219;Nasex, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;0;43;0;6,3;138,6;0;1;0;0;2;1;0;3;4;1;7;3;0;22
9167205;Nasex, 0,5 mg/mL-15 mL x 1 sol pulv nasal;0;43;0;6,98;383,9;6;4;0;9;2;3;6;0;0;3;9;8;5;55
6114991;Naso Drill Spray Nasal 100ml;0;43;0;10,6;84,8;2;0;1;0;0;1;0;1;1;1;0;1;0;8
6150722;Nasomar Descong Spray Nasal Hipert 50 Ml;0;43;0;9,3;18,6;0;1;0;0;0;0;1;0;0;0;0;0;0;2
6518555;Nasomar Spray Ad 150 Ml;0;43;0;11,6;139,2;2;0;0;0;0;1;1;1;1;0;2;4;0;12
