CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
2487593;Antigrippine x 20 comp;0;0043;0;6,9;966,00;25;7;5;3;3;2;8;17;6;15;13;17;19;140
6293159;Bisolviral Spray Nasal 20ml;0;0043;0;10,95;175,20;2;0;0;0;0;0;2;3;1;2;3;3;0;16
9869800;Cebiolon, 100 mg/mL-20 mL x 1 sol oral gta;0;0043;0;5,55;11,10;0;0;0;0;0;0;0;1;0;0;1;0;0;2
5054168;Cêgripe, 1/500 mg x 20 comp;106;0043;106;9,6;6230,40;67;29;31;20;5;19;32;77;68;89;72;80;60;649
5472949;Griponal, 4/500 mg x 20 comp eferv;67;0043;67;9,9;1435,50;3;8;15;5;1;2;5;12;14;25;23;18;14;145
8665604;Ilvico, 250/3/10/36 mg x 20 comp rev;85;0043;85;8,6;1410,40;0;0;0;0;0;1;13;17;21;33;18;34;27;164
5189857;Panadol Extra, 500/65 mg x 20 comp rev;0;0043;0;4,98;144,42;4;0;1;3;2;6;3;2;3;2;0;1;2;29
2493591;Paramolan C, 500/250 mg x 20 pó sol oral saq;0;0043;0;6,75;162,00;4;0;1;0;3;0;2;2;2;4;2;1;3;24
8870030;Vitamina C Alter Laranja, 1000 mg x 20 comp eferv;0;0043;0;6,21;80,73;0;0;0;0;0;0;2;0;2;1;5;2;1;13
8870048;Vitamina C Alter Morango, 1000 mg x 20 comp eferv;0;0043;0;6,21;68,31;0;2;0;0;1;0;0;0;1;1;3;3;0;11
9879213;Vitaminac Retard, 500 mg x 20 cáps lib prol;0;0043;0;7,18;28,72;1;1;0;0;2;0;0;0;0;0;0;0;0;4
