CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5705215;Acetilcisteína Azevedos MG, 600 mg x 20 comp eferv;0;0043;0;6,85;630,20;17;6;5;2;5;1;8;12;6;2;12;12;4;92
5245972;Acetilcisteína Pharmakern MG, 600 mg x 20 comp eferv;0;0043;0;6,5;195,00;8;3;5;2;0;0;2;0;5;1;2;1;1;30
6034058;Aquilea Mucus Comp Eferv Limaox15;0;0043;0;9,16;9,16;1;0;0;0;0;0;0;0;0;0;0;0;0;1
5200266;Benflux Forte, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;10,84;10,84;0;0;0;0;0;0;0;1;0;0;0;0;0;1
6226498;Bisolduo Pastilha 2em1 Limao Eucalipto X18;0;0043;0;11,15;22,30;0;0;0;0;0;1;0;0;0;0;0;1;0;2
6222752;Bisolnatural 2em1 Xar S/Acucar 120ml xar mL;6;0043;6;14,95;134,55;2;0;1;0;0;0;0;1;0;0;0;3;2;9
3605995;Bisoltussin Tosse Seca, 2 mg/mL-200 mL x 1 sol oral mL;0;0043;0;9,65;202,65;4;2;1;1;0;2;3;3;0;2;1;1;1;21
5421375;Bisoltussin, 10,5 mg x 20 pst;14;0043;14;10,95;142,35;0;0;3;0;0;0;2;3;0;0;2;2;1;13
5625827;Bisolvon Efervescente MG, 600 mg x 10 comp eferv;0;0043;0;8,35;91,85;0;0;0;0;1;2;0;1;0;1;2;3;1;11
5790183;Bisolvon Linctus Adulto, 1,6 mg/mL-200mL x 1 xar mL;0;0043;0;10,5;598,50;13;4;1;1;2;6;3;6;2;3;7;4;5;57
8283309;Bisolvon Linctus Criança, 0,8 mg/mL-200mL x 1 xar mL;0;0043;0;9,35;74,80;0;0;0;1;0;0;2;0;2;0;2;1;0;8
9254813;Bisolvon, 8 mg x 20 comp;0;0043;0;8,55;171,00;10;3;1;1;0;1;0;1;0;2;1;0;0;20
9745828;Broncoliber, 120 mg x 20 cáps lib prol;0;0043;0;10,6;42,40;0;0;0;0;0;0;0;2;1;1;0;0;0;4
9545509;Broncoliber, 3 mg/mL-200 mL x 1 xar mL;0;0043;0;6,2;6,20;1;0;0;0;0;0;0;0;0;0;0;0;0;1
9405902;Catabina, 3 mg/mL-200 mL x 1 xar mL;0;0043;0;8,7;8,70;0;0;0;0;1;0;0;0;0;0;0;0;0;1
6349753;Dampo 3Em1 Tosse+Defesas Xar 150Ml;0;0043;0;11,5;46,00;0;0;0;0;0;1;0;1;1;0;0;1;0;4
6348375;Dampo 3Em1 Tosse+Garganta Xar 150Ml;0;0043;0;12,49;99,92;2;0;0;0;0;0;1;1;0;1;3;0;0;8
3311180;Fluimucil 2%, 20 mg/mL-200 mL x 1 sol oral mL;0;0043;0;8,65;34,60;0;0;0;0;0;0;0;2;0;1;1;0;0;4
2195980;Fluimucil, 200 mg x 20 gran sol oral saq;0;0043;0;6,9;20,70;0;0;0;0;1;0;2;0;0;0;0;0;0;3
5269287;Fluimucil 4%, 40 mg/mL-200 mL x 1 sol oral mL;0;0043;0;10,5;94,50;1;0;0;1;0;0;1;0;2;1;1;2;0;9
2195782;Fluimucil, 600 mg x 20 comp eferv;5;0043;5;7,87;881,44;20;15;2;2;4;7;6;8;6;11;9;13;9;112
2177681;Levotuss, 6 mg/mL-200 mL x 1 xar mL;0;0043;0;10,7;32,10;0;0;0;0;0;0;0;2;1;0;0;0;0;3
5582333;Levotuss, 60 mg x 20 comp;0;0043;0;10,1;40,40;3;0;0;0;0;0;0;0;0;0;1;0;0;4
9301408;Lisomucin, 2 mg/mL-15 mL x 1 sol oral gta;0;0043;0;6,84;6,84;0;0;0;0;0;0;0;1;0;0;0;0;0;1
5588025;Milid, 300 mg x 20 cáps;2;0043;2;9,13;237,38;1;3;0;3;1;1;2;1;2;2;5;2;3;26
5588009;Milid, 300 mg x 20 comp disp;2;0043;2;8,95;134,25;0;2;1;0;1;0;1;1;1;1;2;4;1;15
9329714;Mucoral, 400 mg x 20 cáps;0;0043;0;7,92;23,76;1;0;0;0;0;0;0;0;1;1;0;0;0;3
8631119;Mucosolvan Perlonguets, 75 mg x 20 cáps lib prol;0;0043;0;11,1;33,30;1;0;0;0;0;1;0;1;0;0;0;0;0;3
8574913;Mucosolvan, 6 mg/mL-200 mL x 1 xar mL;2;0043;2;11,95;167,30;0;0;0;0;0;1;1;1;3;4;3;0;1;14
2688794;Oxolamina , 10 mg/ml Frasco 250 ml Xar;0;0043;0;9,57;9,57;1;0;0;0;0;0;0;0;0;0;0;0;0;1
6392993;Panatosse Natura Xarope Tosse 128G;4;0043;4;12,49;87,43;0;0;0;0;0;0;2;4;1;0;0;0;0;7
5633300;Pulmiben Lisina, 1500 mg x 40 pó sol oral saq;1;0043;1;18,73;93,65;2;0;0;1;1;0;1;0;0;0;0;0;0;5
3125986;Pulmiben 2%, 20 mg/mL-125 mL x 1 xar mL;2;0043;2;6,15;24,60;1;0;0;0;0;1;0;0;0;2;0;0;0;4
3491685;Pulmiben 5%, 50 mg/mL-250 mL x 1 xar mL;4;0043;4;9,35;617,10;27;4;2;4;1;4;3;5;3;4;3;3;3;66
6316513;Supracare Xarope Tosse 200Ml;56;0043;56;9,5;826,50;29;3;3;0;0;5;4;5;6;7;11;10;4;87
