CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
4320396;Collu-Hextril, 2 mg/mL-40 mL x 1 sol pulv bucal;0;0043;0;7,05;253,80;4;2;1;2;2;3;1;2;1;6;9;2;1;36
5447735;Drill sem açúcar, 0,2/3 mg x 24 pst;0;0043;0;6,95;6,95;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2213783;Drill, 3/0,2 mg x 24 pst;0;0043;0;7,3;65,70;1;2;3;0;2;0;0;1;0;0;0;0;0;9
8834101;Euphon, 10 mg x 70 pst;0;0043;0;9,75;195,00;3;1;1;2;2;3;1;2;2;2;1;0;0;20
9969600;Hydrotricine, 1 mg x 24 pst;1;0043;1;9,22;165,96;3;1;2;0;1;0;0;1;0;2;2;2;4;18
5407382;Mebocaína Anti-Inflam, 1,2/3 mg x 20 comp chupar;0;0043;0;9,9;544,50;6;2;3;5;1;4;4;5;5;3;3;2;12;55
5470851;Mebocaína Forte, 4/1/0,2 mg x 16 pst;1;0043;1;8,45;287,30;2;2;0;0;0;0;0;0;0;10;11;5;4;34
5211636;Mebocaína Forte, 4/1/0,2 mg x 24 pst;26;0043;26;9,25;388,50;1;5;4;2;1;3;2;4;5;5;4;1;5;42
5714647;Mentocaína Anti-Inflam, 8,75 mg x 24 pst;0;0043;0;8,9;8,90;0;0;0;0;0;0;1;0;0;0;0;0;0;1
5478045;Strepfen Laranja sem açúcar, 8,75 mg x 16 pst;12;0043;12;8,9;1228,20;12;14;2;11;0;5;10;13;11;15;18;9;18;138
5478052;Strepfen Laranja sem açúcar, 8,75 mg x 24 pst;28;0043;28;9,9;900,90;2;8;1;4;4;2;8;8;12;13;14;6;9;91
3700481;Strepfen Mel e limão, 8,75 mg x 16 pst;0;0043;0;8,9;1877,90;18;17;6;12;5;8;11;18;24;31;24;20;17;211
5154828;Strepfen Mel e limão, 8,75 mg x 24 pst;0;0043;0;10,25;1568,25;12;12;6;4;7;8;11;14;11;20;13;19;16;153
5631031;Strepfen Spray, 16,2 mg/mL-15mL x 1 sol pulv bucal;4;0043;4;11,7;327,60;1;0;2;1;0;1;2;4;4;2;3;3;5;28
5164231;Strepsils Laranja com Vitamina C, 1,2/0,6 mg x 24 pst;11;0043;11;8,9;480,60;4;2;3;1;2;1;3;2;3;5;12;10;6;54
5182654;Strepsils Limão sem açúcar, 1,2/0,6 mg x 16 pst;0;0043;0;7,9;355,50;2;5;4;2;2;2;2;4;1;7;7;0;7;45
5154778;Strepsils Limão sem açúcar, 1,2/0,6 mg x 24 pst;11;0043;11;8,9;17,80;1;0;0;0;0;0;0;0;0;0;0;1;0;2
5154737;Strepsils Mel e limão, 1,2/0,6 mg x 24 pst;0;0043;0;8,9;1263,80;8;5;13;8;7;4;3;9;20;21;19;17;8;142
5182647;Strepsils Morango sem açúcar, 1,2/0,6 mg x 16 pst;10;0043;10;7,9;529,30;4;5;4;1;4;2;6;9;6;4;11;6;5;67
5154679;Strepsils Morango sem açúcar, 1,2/0,6 mg x 24 pst;4;0043;4;8,9;26,70;1;0;1;0;0;0;0;0;0;0;0;1;0;3
5680038;Strepsils Tosse, 1,2/0,6 mg x 24 pst;5;0043;5;8,9;133,50;0;0;0;0;0;1;1;1;2;3;1;0;6;15
5680046;Strepsils Tosse, 1,2/0,6 mg x 36 pst;0;0043;0;9,7;155,20;3;0;1;1;0;0;4;0;3;1;0;2;1;16
2889384;Tantum Verde , 1.5 mg/ml Frasco nebulizador 30 ml Sol pulv bucal;0;0043;0;8,3;24,90;0;1;0;1;0;0;0;0;0;1;0;0;0;3
8232827;Tantum Verde , 1.5 mg/ml Frasco 240 ml Sol lavag boca;30;0043;30;10,95;394,20;3;1;2;2;1;4;2;3;4;4;3;4;3;36
5481361;Tantum Verde , 1.5 mg/ml Frasco 500 ml Sol lavag boca;11;0043;11;16,95;169,50;0;0;1;1;0;0;2;1;1;0;3;1;0;10
5242086;Tantum Verde , 3 mg/ml Frasco nebulizador 15 ml Sol pulv bucal;1;0043;1;12,2;109,80;1;2;1;0;0;1;1;1;0;0;1;0;1;9
5328950;Tantum Verde Laranja-Mel Sem Açucar, 3 mg x 20 pst;0;0043;0;8,3;8,30;0;0;0;0;0;0;0;0;0;0;0;0;1;1
