CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5346218;Actifed Descongestionante , 1 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;11,5;195,5;1;0;3;0;1;0;0;1;1;0;7;2;1;17
8559013;Actifed, 60/2,5 mg x 20 comp;19;43;19;7,65;787,95;12;7;10;9;7;6;5;7;8;5;17;2;8;103
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;11;43;11;10,95;32,85;0;0;0;1;1;0;0;0;0;1;0;0;0;3
6214742;Aqua Maris Ag Mar Isot Spray 30ml;0;43;0;4,69;32,83;0;1;1;1;0;1;0;0;1;1;0;1;0;7
6214759;Aqua Maris Forte Ag Mar Hipert Spray 30ml;0;43;0;5,1;5,1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
9901116;Benylin (200mL), 2,8/0,4 mg/mL x 1 xar mL;0;43;0;10,48;20,96;0;0;0;0;0;0;0;0;1;0;0;1;0;2
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;9,55;85,95;5;3;0;0;0;0;0;0;1;0;0;0;0;9
6304063;Bloxinus Spray Nasal Edema 20ml;0;43;0;10,01;10,01;0;0;0;0;0;0;0;0;0;1;0;0;0;1
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;49;1;0;0;1;0;0;0;0;1;1;0;0;0;4
6774208;Breathe Right Penso Nasal Peq/Med X10;0;43;0;10,49;10,49;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6729319;Breathe Right Penso Nasal Peq/Med X30;1;43;1;29,5;88,5;0;0;1;1;0;0;0;0;0;0;0;1;0;3
5458229;Cetirizina Alter Genéricos MG, 10 mg x 20 comp rev;0;43;0;4,7;103,4;7;2;8;0;2;0;3;0;0;0;0;0;0;22
5589312;Cetirizina Aurobindo MG, 10 mg x 20 comp rev;13;43;13;5,9;70,8;2;0;0;0;0;0;0;10;0;0;0;0;0;12
4256798;Cetirizina Bluepharma MG, 10 mg x 20 comp rev;0;43;0;4,9;406,7;19;9;25;13;7;4;0;0;4;1;0;0;1;83
3725488;Cetirizina Mylan MG, 10 mg x 20 comp rev;0;43;0;5,9;997,1;0;11;4;11;5;6;3;10;13;22;33;25;26;169
4212296;Cetirizina Nargoran MG, 10 mg Blister 20 Unidade(s) Comp revest pelic;0;43;0;4,7;141;0;0;0;0;5;6;9;4;5;0;1;0;0;30
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;151,2;1;5;1;1;3;1;4;0;2;0;2;2;2;24
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;188,1;0;5;1;3;0;0;2;1;1;3;0;3;3;22
7048173;Eucalyplus Spray Nasal 20Ml;0;43;0;9,5;104,5;0;0;1;1;1;0;0;2;0;1;5;0;0;11
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;381;3;2;3;7;4;5;6;5;6;4;8;2;5;60
6985655;Frimar Forte  Spray Nasal Hipert 100ml;4;43;4;8,5;68;0;0;2;1;1;0;0;0;4;0;0;0;0;8
7776153;Frimar Forte Sp Nasal Hipert 100Ml Duo;0;43;0;9,95;29,85;0;1;0;0;0;0;0;0;0;0;0;0;2;3
6326181;Frimar Fresh Spray Nasal Hipert 30 6A+;0;43;0;5,95;5,95;0;0;0;0;0;0;0;0;0;0;1;0;0;1
6985663;Frimar Spray Nasal Isot 100ml;22;43;22;8,5;960,5;12;8;11;4;8;3;10;8;9;7;12;12;9;113
5568621;Heperpoll Maçã MG, 10 mg x 14 comp chupar;15;43;15;6,9;6,9;0;0;0;0;0;0;0;0;1;0;0;0;0;1
6243006;Ilvico Mer Spray Nasal 20ml;0;43;0;5,4;48,6;0;0;0;0;0;2;2;0;0;1;3;1;0;9
6426239;Nasalkid Spray Nasal 20ml;0;43;0;11,87;23,74;0;0;0;0;0;0;0;0;1;0;0;1;0;2
5406376;Nasarox, 0,5 mg/mL-15 mL x 1 sol pulv nasal;0;43;0;5,9;53,1;4;1;2;0;0;1;0;0;1;0;0;0;0;9
5738406;Nasex Duo , 1 mg/ml + 50 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;7,95;159;0;0;0;0;0;0;1;1;1;6;6;2;3;20
9188219;Nasex, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;0;43;0;6,3;195,3;0;0;6;1;3;2;2;2;1;3;6;4;1;31
9167205;Nasex, 0,5 mg/mL-15 mL x 1 sol pulv nasal;0;43;0;6,98;307,12;5;5;8;5;5;3;2;7;3;1;0;0;0;44
6114991;Naso Drill Spray Nasal 100ml;0;43;0;10,6;42,4;0;3;0;0;0;0;0;0;0;0;1;0;0;4
6518555;Nasomar Spray Ad 150 Ml;0;43;0;11,6;150,8;0;0;2;0;0;1;2;1;3;0;0;2;2;13
6411249;Nasopure Recargas Saq X40;0;43;0;23,61;47,22;1;0;0;0;0;1;0;0;0;0;0;0;0;2
6411231;Nasopure Sistema Irrigacao Nasal;0;43;0;18;18;1;0;0;0;0;0;0;0;0;0;0;0;0;1
9679704;Nasorhinathiol, 0,25 mg/mL-15mL x 1 sol nasal conta-gotas;5;43;5;9,25;157,25;3;3;0;0;0;1;3;0;2;0;3;1;1;17
9679712;Nasorhinathiol, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;0;43;0;9,25;101,75;1;1;2;0;3;0;3;1;0;0;0;0;0;11
9679720;Nasorhinathiol, 0,5 mg/mL-15 mL x 1 sol pulv nasal;28;43;28;9,65;1206,25;15;11;13;9;3;5;5;9;3;14;17;15;6;125
9908731;Neo-Sinefrina, 2,5 mg/mL-15 mL x 1 sol nasal conta-gotas;12;43;12;8,95;474,35;5;5;5;2;1;2;2;5;4;7;6;5;4;53
9908756;Neo-Sinefrina, 5 mg/mL-15 mL x 1 sol nasal conta-gotas;2;43;2;8,95;143,2;2;1;1;2;1;0;1;1;3;1;2;0;1;16
6400838;Pari Montesol Sol Limp Nasal 250 Ml;0;43;0;12,95;12,95;0;0;0;0;0;0;0;0;0;0;0;1;0;1
3141488;Pulmicort Nasal Aqua (120 doses), 32 mcg/dose x 1 susp pulv nasal;18;43;18;9,25;629;8;9;2;3;1;4;1;4;3;8;10;4;11;68
3141686;Pulmicort Nasal Aqua (120 doses), 64 mcg/dose x 1 susp pulv nasal;17;43;17;11,95;979,9;7;9;12;9;2;2;4;9;8;5;7;2;6;82
6049874;Rezimar Duche Nasal 100ml;0;43;0;16,1;16,1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
6210971;Rezitop Spray Nasal 20ml;1;43;1;14,6;219;2;1;3;1;0;0;2;1;1;2;0;1;1;15
6163204;Rhinodouche Sal Xl Saq Lav Nasal 5Gx40;0;43;0;24,28;48,56;0;0;0;0;1;0;0;0;0;1;0;0;0;2
6391151;Rhinodouche Sist Lav Nasal+26Saq;1;43;1;29,95;29,95;0;0;0;0;0;0;0;0;0;0;0;0;1;1
