CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5705215;Acetilcisteína Azevedos MG, 600 mg x 20 comp eferv;0;0043;0;6,85;726,10;4;8;14;13;15;6;9;17;19;0;0;0;1;106
5104377;Acetilcisteína Liboran MG, 600 mg Recipiente para comprimidos 20 Unidade(s) Comp eferv;9;0043;9;6,85;575,40;0;0;0;0;0;0;0;1;15;22;17;18;11;84
5245972;Acetilcisteína Pharmakern MG, 600 mg x 20 comp eferv;0;0043;0;6,5;6,50;1;0;0;0;0;0;0;0;0;0;0;0;0;1
5404082;Ambroxol Generis MG, 3 mg/ml Frasco 200 ml Xar;0;0043;0;7,13;7,13;0;1;0;0;0;0;0;0;0;0;0;0;0;1
5200266;Benflux Forte, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;10,84;10,84;0;0;0;0;0;0;0;0;0;0;1;0;0;1
6226498;Bisolduo Pastilha 2em1 Limao Eucalipto X18;0;0043;0;11,15;189,55;0;0;0;0;3;0;3;3;2;0;0;3;3;17
6222752;Bisolnatural 2em1 Xar S/Acucar 120ml xar mL;6;0043;6;14,95;478,40;2;1;1;5;6;3;3;1;1;0;0;2;7;32
3605995;Bisoltussin Tosse Seca, 2 mg/mL-200 mL x 1 sol oral mL;0;0043;0;9,65;366,70;1;2;2;0;3;3;0;3;9;9;4;1;1;38
5421375;Bisoltussin, 10,5 mg x 20 pst;14;0043;14;10,95;339,45;1;0;0;1;0;0;1;2;7;7;5;0;7;31
5625827;Bisolvon Efervescente MG, 600 mg x 10 comp eferv;0;0043;0;8,35;66,80;1;0;0;2;1;3;1;0;0;0;0;0;0;8
5790183;Bisolvon Linctus Adulto, 1,6 mg/mL-200mL x 1 xar mL;0;0043;0;10,5;934,50;5;3;4;11;3;2;4;8;19;10;6;6;8;89
8283309;Bisolvon Linctus Criança, 0,8 mg/mL-200mL x 1 xar mL;0;0043;0;9,35;233,75;0;1;2;2;0;0;0;5;4;2;3;4;2;25
8254920;Bisolvon, 2 mg/mL-40 mL x 1 sol oral gta;0;0043;0;6,5;13,00;0;0;0;0;2;0;0;0;0;0;0;0;0;2
9254813;Bisolvon, 8 mg x 20 comp;0;0043;0;8,55;51,30;0;1;0;0;0;0;0;0;1;0;1;1;2;6
5490818;Bromexina Bluepharma, 1.6 mg/mL 200mL x 1 xar mL;3;0043;3;7,9;15,80;0;0;1;1;0;0;0;0;0;0;0;0;0;2
5707005;Bronchodual Next, 4,5/51,1 mg x 20 pst;0;0043;0;12,3;24,60;0;0;0;0;0;0;0;2;0;0;0;0;0;2
9745828;Broncoliber, 120 mg x 20 cáps lib prol;0;0043;0;10,6;10,60;0;0;0;0;0;0;0;1;0;0;0;0;0;1
6347526;Dampo Tosse Noite Tranquila Xarope 150Ml;0;0043;0;11,5;34,50;0;0;1;0;0;0;0;0;0;0;0;1;1;3
6349753;Dampo 3Em1 Tosse+Defesas Xar 150Ml;0;0043;0;11,5;80,50;0;0;1;2;4;0;0;0;0;0;0;0;0;7
6348375;Dampo 3Em1 Tosse+Garganta Xar 150Ml;0;0043;0;12,49;49,96;0;0;2;2;0;0;0;0;0;0;0;0;0;4
3311180;Fluimucil 2%, 20 mg/mL-200 mL x 1 sol oral mL;0;0043;0;8,65;51,90;0;1;1;2;1;0;0;0;1;0;0;0;0;6
