CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5346218;Actifed Descongestionante , 1 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;11,5;356,5;3;3;4;0;0;3;3;2;3;2;5;1;2;31
8559013;Actifed, 60/2,5 mg x 20 comp;19;43;19;7,65;443,7;5;3;6;3;1;3;5;9;7;5;4;3;4;58
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;11;43;11;10,95;98,55;0;0;4;0;2;1;0;0;1;1;0;0;0;9
6214742;Aqua Maris Ag Mar Isot Spray 30ml;0;43;0;4,69;140,7;1;1;2;3;0;1;2;4;6;2;2;5;1;30
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;9,55;47,75;0;0;0;0;0;0;0;1;0;0;1;2;1;5
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;61,25;0;0;0;2;0;3;0;0;0;0;0;0;0;5
6729327;Breathe Right Penso Nasal Gde X30;0;43;0;26,11;339,43;0;2;3;1;0;0;3;0;1;0;2;0;1;13
6774208;Breathe Right Penso Nasal Peq/Med X10;0;43;0;10,49;52,45;0;0;0;1;0;0;0;0;0;3;0;0;1;5
6729319;Breathe Right Penso Nasal Peq/Med X30;1;43;1;29,5;88,5;0;1;2;0;0;0;0;0;0;0;0;0;0;3
4431284;Cetirizina Alter MG, 10 mg x 20 comp rev;0;43;0;4,71;23,55;2;1;2;0;0;0;0;0;0;0;0;0;0;5
4256798;Cetirizina Bluepharma MG, 10 mg x 20 comp rev;0;43;0;4,9;666,4;0;0;0;2;7;5;7;20;15;16;22;29;13;136
5122098;Cetirizina Jaba MG, 10 mg x 20 comp rev;0;43;0;1,96;58,8;6;7;8;4;4;1;0;0;0;0;0;0;0;30
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;63;3;1;4;0;0;0;1;0;1;0;0;0;0;10
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;85,5;0;0;1;2;1;0;0;1;3;0;0;2;0;10
7048173;Eucalyplus Spray Nasal 20Ml;0;43;0;9,5;180,5;0;0;0;0;0;0;0;0;0;9;5;1;4;19
7350140;Eucalysept Aroma Emulsao 50Ml;0;43;0;9,8;19,6;0;0;0;0;0;0;0;0;0;1;0;1;0;2
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;431,8;5;3;8;6;7;5;1;5;4;8;7;5;4;68
8707505;Fenolip , 20 mg/ml Frasco nebulizador 15 ml Sol inal neb;0;43;0;6,63;6,63;0;0;0;0;0;1;0;0;0;0;0;0;0;1
6412965;Lauroderme Ag Do Mar 20 Ml;0;43;0;4,5;4,5;0;0;0;1;0;0;0;0;0;0;0;0;0;1
6317552;Lyomer C Spray Nasal Ag Mar Isot 50ml;0;43;0;10,54;105,4;1;2;0;0;0;0;1;2;1;0;3;0;0;10
6210948;Mucoclear 3% Sol Inal Salina Hipert 20x4ML;0;43;0;23,61;47,22;0;2;0;0;0;0;0;0;0;0;0;0;0;2
6426239;Nasalkid Spray Nasal 20ml;0;43;0;11,87;35,61;0;0;0;0;0;0;0;0;0;1;1;1;0;3
9188219;Nasex, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;0;43;0;6,3;94,5;2;2;1;0;1;1;1;1;1;2;1;1;1;15
9167205;Nasex, 0,5 mg/mL-15 mL x 1 sol pulv nasal;0;43;0;6,98;202,42;4;1;2;0;1;1;0;4;1;3;5;1;6;29
6205773;Nasivin  Spray Nasal Mentol 20ml;0;43;0;7,8;7,8;0;0;0;0;0;0;0;1;0;0;0;0;0;1
6116863;Nasivin Mer++ Spray Nasal 20 Ml;0;43;0;7,89;7,89;0;0;0;0;0;1;0;0;0;0;0;0;0;1
6114991;Naso Drill Spray Nasal 100ml;0;43;0;10,6;286,2;6;2;0;0;0;0;0;0;0;0;1;11;7;27
6518555;Nasomar Spray Ad 150 Ml;0;43;0;11,6;359,6;1;3;1;0;1;1;0;1;8;8;3;1;3;31
6411249;Nasopure Recargas Saq X40;0;43;0;23,61;47,22;0;0;0;0;0;0;0;0;0;0;2;0;0;2
6411231;Nasopure Sistema Irrigacao Nasal;0;43;0;18;36;0;0;0;0;0;0;0;0;0;0;2;0;0;2
9679704;Nasorhinathiol, 0,25 mg/mL-15mL x 1 sol nasal conta-gotas;5;43;5;9,25;46,25;0;1;0;0;0;0;0;1;1;0;0;1;1;5
9679712;Nasorhinathiol, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;0;43;0;9,25;101,75;0;2;2;0;0;1;2;1;0;2;1;0;0;11
9679720;Nasorhinathiol, 0,5 mg/mL-15 mL x 1 sol pulv nasal;28;43;28;9,65;839,55;7;7;4;4;6;8;9;9;7;5;8;5;8;87
6155713;Nazanol 5% Spray Nasal 20 Ml;0;43;0;8,09;8,09;1;0;0;0;0;0;0;0;0;0;0;0;0;1
6403188;Neo-Sinasal Spray Nasal 20 Ml;0;43;0;8,68;69,44;3;1;3;0;0;0;0;0;1;0;0;0;0;8
9908731;Neo-Sinefrina, 2,5 mg/mL-15 mL x 1 sol nasal conta-gotas;12;43;12;8,95;384,85;5;4;0;3;1;2;1;8;6;1;4;2;6;43
9908756;Neo-Sinefrina, 5 mg/mL-15 mL x 1 sol nasal conta-gotas;2;43;2;8,95;187,95;1;2;1;1;2;0;1;2;1;3;1;3;3;21
