CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
4320396;Collu-Hextril, 2 mg/mL-40 mL x 1 sol pulv bucal;0;43;0;7,05;14,1;2;0;0;0;0;0;0;0;0;0;0;0;0;2
8834101;Euphon, 10 mg x 70 pst;0;43;0;9,75;263,25;5;3;0;1;2;2;2;2;2;4;0;1;3;27
9969600;Hydrotricine, 1 mg x 24 pst;1;43;1;9,22;138,3;2;1;1;1;0;2;3;2;0;1;0;2;0;15
5745377;Macifen , 8.75 mg Blister 24 Unidade(s) Past;0;43;0;9,95;59,7;0;0;0;0;0;0;0;0;0;0;6;0;0;6
5407382;Mebocaína Anti-Inflam, 1,2/3 mg x 20 comp chupar;0;43;0;9,9;9,9;0;0;0;0;0;0;1;0;0;0;0;0;0;1
5470851;Mebocaína Forte, 4/1/0,2 mg x 16 pst;1;43;1;8,45;8,45;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5211636;Mebocaína Forte, 4/1/0,2 mg x 24 pst;26;43;26;9,25;860,25;7;4;8;5;6;2;2;9;9;15;13;7;6;93
5753827;Orovox Spray Sol Pulv Buc 3 Mg/Ml 15Ml;0;43;0;6,6;6,6;0;0;0;0;0;0;0;1;0;0;0;0;0;1
6212787;Pharysol Infecc E Dor De Garg 30ML;0;43;0;12,62;12,62;0;0;0;0;0;0;0;0;0;1;0;0;0;1
5478045;Strepfen Laranja sem açúcar, 8,75 mg x 16 pst;12;43;12;8,9;1397,3;13;12;7;12;5;3;7;12;22;39;13;8;4;157
5478052;Strepfen Laranja sem açúcar, 8,75 mg x 24 pst;28;43;28;9,9;970,2;6;2;15;8;1;5;5;18;5;15;13;5;0;98
3700481;Strepfen Mel e limão, 8,75 mg x 16 pst;0;43;0;8,9;1993,6;15;21;15;15;11;9;8;17;22;25;22;14;30;224
5154828;Strepfen Mel e limão, 8,75 mg x 24 pst;0;43;0;10,25;1937,25;22;7;16;19;6;13;15;13;27;11;22;16;2;189
5795729;Strepfen Spray Mel e Limão , 16.2 mg/ml Frasco 15 ml Sol pulv bucal;10;43;10;11,7;292,5;0;0;2;3;1;4;0;1;7;0;4;3;0;25
5631031;Strepfen Spray, 16,2 mg/mL-15mL x 1 sol pulv bucal;4;43;4;11,7;163,8;0;0;4;3;2;1;0;1;0;0;1;0;2;14
5336508;Strepsils Gengibre , 1.2 mg + 0.6 mg Blister 16 Unidade(s) Past;0;43;0;7,9;7,9;0;0;1;0;0;0;0;0;0;0;0;0;0;1
5164231;Strepsils Laranja com Vitamina C, 1,2/0,6 mg x 24 pst;11;43;11;8,9;347,1;2;3;1;2;7;1;3;1;6;9;4;0;0;39
5182654;Strepsils Limão sem açúcar, 1,2/0,6 mg x 16 pst;0;43;0;7,9;94,8;3;1;1;0;0;0;0;1;0;6;0;0;0;12
5154778;Strepsils Limão sem açúcar, 1,2/0,6 mg x 24 pst;11;43;11;8,9;258,1;0;0;2;1;2;3;0;3;1;10;7;0;0;29
5154737;Strepsils Mel e limão, 1,2/0,6 mg x 24 pst;0;43;0;8,9;881,1;4;4;20;7;2;5;8;7;8;3;2;14;15;99
5154745;Strepsils Mel e limão, 1,2/0,6 mg x 36 pst;15;43;15;9,99;589,41;7;9;7;4;7;2;3;6;11;3;0;0;0;59
5182647;Strepsils Morango sem açúcar, 1,2/0,6 mg x 16 pst;10;43;10;7,9;158;3;2;1;0;0;0;0;0;3;9;0;0;2;20
5154679;Strepsils Morango sem açúcar, 1,2/0,6 mg x 24 pst;4;43;4;8,9;222,5;0;0;1;4;0;2;1;3;1;3;6;2;2;25
5680038;Strepsils Tosse, 1,2/0,6 mg x 24 pst;5;43;5;8,9;160,2;5;1;2;1;0;3;0;6;0;0;0;0;0;18
5680046;Strepsils Tosse, 1,2/0,6 mg x 36 pst;0;43;0;9,7;19,4;0;0;0;0;0;1;0;1;0;0;0;0;0;2
8232827;Tantum Verde , 1.5 mg/ml Frasco 240 ml Sol lavag boca;30;43;30;10,95;602,25;1;4;3;1;4;7;6;8;8;4;5;2;2;55
5481361;Tantum Verde , 1.5 mg/ml Frasco 500 ml Sol lavag boca;11;43;11;16,95;339;2;2;2;2;1;0;0;0;2;3;2;2;2;20
5242086;Tantum Verde , 3 mg/ml Frasco nebulizador 15 ml Sol pulv bucal;1;43;1;12,2;170,8;0;2;0;2;0;1;0;1;0;2;4;1;1;14
3576287;Tantum Verde Menta Sem Açucar, 3 mg x 20 pst;1;43;1;9,95;139,3;1;2;1;1;0;1;1;0;0;5;2;0;0;14
