CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5346218;Actifed Descongestionante , 1 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;11,5;276;6;0;1;2;3;1;1;2;2;1;1;1;3;24
8559013;Actifed, 60/2,5 mg x 20 comp;46;43;46;7,65;512,55;3;3;6;5;3;1;3;9;6;5;11;7;5;67
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;10,95;98,55;0;1;1;1;0;0;0;0;1;2;2;1;0;9
6214742;Aqua Maris Ag Mar Isot Spray 30ml;0;43;0;4,69;89,11;0;2;2;2;2;3;2;1;1;2;1;0;1;19
6214759;Aqua Maris Forte Ag Mar Hipert Spray 30ml;0;43;0;5,1;5,1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
9901116;Benylin (200mL), 2,8/0,4 mg/mL x 1 xar mL;0;43;0;10,48;20,96;0;0;0;0;1;0;0;1;0;0;0;0;0;2
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;1;43;1;9,55;38,2;0;0;0;0;0;0;1;0;1;1;1;0;0;4
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;147;0;1;0;1;0;4;0;1;0;0;2;3;0;12
6729327;Breathe Right Penso Nasal Gde X30;0;43;0;26,11;234,99;1;0;0;1;1;0;2;1;1;0;2;0;0;9
6774208;Breathe Right Penso Nasal Peq/Med X10;0;43;0;10,49;62,94;0;0;0;3;0;0;1;1;0;0;1;0;0;6
6729319;Breathe Right Penso Nasal Peq/Med X30;1;43;1;29,5;29,5;0;0;1;0;0;0;0;0;0;0;0;0;0;1
5122098;Cetirizina Jaba MG, 10 mg x 20 comp rev;0;43;0;1,96;174,44;10;5;6;4;11;9;3;12;8;5;7;3;6;89
4212296;Cetirizina Nargoran MG, 10 mg Blister 20 Unidade(s) Comp revest pelic;0;43;0;4,7;141;7;8;2;4;3;6;0;0;0;0;0;0;0;30
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;126;1;0;5;3;1;3;1;0;2;0;0;1;3;20
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;94,05;1;0;3;2;1;1;1;1;0;0;1;0;0;11
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;615,95;3;8;14;12;5;9;6;3;11;9;7;5;5;97
8707505;Fenolip , 20 mg/ml Frasco nebulizador 15 ml Sol inal neb;0;43;0;6,63;26,52;1;0;0;0;0;2;0;0;0;0;1;0;0;4
6317552;Lyomer C Spray Nasal Ag Mar Isot 50ml;0;43;0;10,54;73,78;0;0;0;0;0;0;0;2;1;0;1;2;1;7
9188219;Nasex, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;0;43;0;6,3;94,5;1;0;1;0;0;2;1;3;3;1;1;0;2;15
9167205;Nasex, 0,5 mg/mL-15 mL x 1 sol pulv nasal;0;43;0;6,98;425,78;6;6;5;1;3;2;4;1;6;5;13;5;4;61
6116863;Nasivin Mer++ Spray Nasal 20 Ml;0;43;0;7,89;7,89;0;0;0;0;0;0;0;0;0;0;0;1;0;1
6518555;Nasomar Spray Ad 150 Ml;0;43;0;11,6;162,4;0;2;1;0;1;2;0;3;1;1;1;1;1;14
9679704;Nasorhinathiol, 0,25 mg/mL-15mL x 1 sol nasal conta-gotas;8;43;8;9,25;101,75;1;1;0;0;1;2;1;3;1;0;0;1;0;11
9679712;Nasorhinathiol, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;6;43;6;9,25;240,5;1;2;2;2;1;0;0;4;6;0;4;4;0;26
9679720;Nasorhinathiol, 0,5 mg/mL-15 mL x 1 sol pulv nasal;32;43;32;9,65;550,05;0;2;4;3;5;2;4;2;5;6;8;9;7;57
6155713;Nazanol 5% Spray Nasal 20 Ml;0;43;0;8,09;64,72;0;0;2;1;0;0;1;1;1;1;0;0;1;8
6403188;Neo-Sinasal Spray Nasal 20 Ml;0;43;0;8,68;43,4;0;0;0;0;0;0;0;0;0;0;1;1;3;5
8437004;Neo-Sinefrina Alergo (200 doses), 50 mcg/dose x 1 susp pulv nasal;0;43;0;13,4;13,4;1;0;0;0;0;0;0;0;0;0;0;0;0;1
9908731;Neo-Sinefrina, 2,5 mg/mL-15 mL x 1 sol nasal conta-gotas;13;43;13;8,95;492,25;2;2;0;4;2;2;3;5;6;9;11;4;5;55
9908756;Neo-Sinefrina, 5 mg/mL-15 mL x 1 sol nasal conta-gotas;2;43;2;8,95;241,65;0;1;3;3;2;2;2;2;4;4;2;1;1;27
3141488;Pulmicort Nasal Aqua (120 doses), 32 mcg/dose x 1 susp pulv nasal;1;43;1;9,25;777;7;6;3;4;3;4;3;13;6;10;12;6;7;84
3141686;Pulmicort Nasal Aqua (120 doses), 64 mcg/dose x 1 susp pulv nasal;36;43;36;11,95;1266,7;7;7;11;11;8;7;11;5;7;3;13;8;8;106
6163204;Rhinodouche Sal Xl Saq Lav Nasal 5Gx40;0;43;0;24,28;24,28;0;0;0;0;0;0;0;0;0;0;0;0;1;1
6163196;Rhinodouche Sist Lav Nas+Bol+Sup+5Saq;0;43;0;27,09;27,09;0;0;0;0;0;0;0;0;0;0;0;0;1;1
6211045;Rhinomer Spray Nasal Forca 1 135ml;2;43;2;12,3;528,9;5;4;5;1;2;1;4;2;4;4;5;4;2;43
6699314;Rhinomer Spray Nasal Forca 2 135ml;5;43;5;12,3;1254,6;7;8;6;2;4;4;10;6;6;8;13;14;14;102
6699322;Rhinomer Spray Nasal Forca 3 135ml;0;43;0;12,3;615;6;3;2;3;1;2;2;3;6;6;8;5;3;50
8116707;Rhinospray, 1,18 mg/mL-10mL x 1 sol pulv nasal;1;43;1;8,6;430;8;4;4;0;2;2;1;3;3;9;5;5;4;50
