CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5440987;Ben-U-Ron, 1000 mg x 18 comp;231;0043;231;2,92;8491,36;551;174;139;138;161;139;158;246;232;214;297;230;229;2908
4485488;Dafalgan, 1000 mg x 16 comp rev;2;0043;2;2,63;36,82;2;2;0;2;1;1;0;0;1;0;2;2;1;14
5271036;Paracetamol Azevedos MG, 1000 mg x 18 comp;0;0043;0;2,48;2556,88;194;0;14;92;80;97;82;135;72;51;43;105;66;1031
5321070;Paracetamol Ciclum MG, 1000 mg x 20 comp;1;0043;1;2,41;57,84;4;4;2;0;2;1;2;0;1;1;4;1;2;24
5321054;Paracetamol Ciclum MG, 650 mg x 20 comp;2;0043;2;1,73;36,33;1;1;1;2;3;1;0;0;2;4;1;3;2;21
5592019;Paracetamol Farmoz MG, 1000 mg x 20 comp;5;0043;5;1,87;379,61;18;16;1;13;12;14;17;27;12;20;25;18;10;203
5320775;Paracetamol Generis MG, 1000 mg x 18 comp;0;0043;0;2,34;30,42;10;0;0;0;0;0;0;1;0;0;0;2;0;13
5775739;Paracetamol Mylan MG, 1000 mg Blister 20 Unidade(s) Comp;0;0043;0;1,52;1,52;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5118534;Paracetamol Pharmakern MG, 1000 mg x 18 comp;169;0043;169;2,53;802,01;33;57;71;11;15;9;29;13;20;29;21;5;4;317
5366547;Paracetamol Sandoz MG, 1000 mg x 20 comp;1;0043;1;2,45;24,50;6;4;0;0;0;0;0;0;0;0;0;0;0;10
5478300;Supofen MG, 1000 mg x 18 comp;0;0043;0;1,89;1,89;0;1;0;0;0;0;0;0;0;0;0;0;0;1
