CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
4320396;Collu-Hextril, 2 mg/mL-40 mL x 1 sol pulv bucal;0;0043;0;7,05;239,70;2;0;4;1;1;2;2;5;1;6;4;3;3;34
5447735;Drill sem açúcar, 0,2/3 mg x 24 pst;0;0043;0;6,95;34,75;0;0;0;0;0;0;0;1;1;1;2;0;0;5
2213783;Drill, 3/0,2 mg x 24 pst;0;0043;0;7,3;182,50;3;4;1;0;0;1;0;1;1;1;5;3;5;25
8834101;Euphon, 10 mg x 70 pst;0;0043;0;9,75;253,50;1;1;3;1;1;5;1;0;3;2;4;2;2;26
9756106;Flogoral , 3 mg Blister 20 Unidade(s) Past;0;0043;0;4,35;4,35;0;0;0;0;0;0;0;0;1;0;0;0;0;1
9969600;Hydrotricine, 1 mg x 24 pst;1;0043;1;9,22;165,96;0;0;0;3;1;1;1;0;5;5;0;1;1;18
5407382;Mebocaína Anti-Inflam, 1,2/3 mg x 20 comp chupar;0;0043;0;9,9;435,60;3;3;0;3;2;2;0;5;5;12;3;4;2;44
5470851;Mebocaína Forte, 4/1/0,2 mg x 16 pst;1;0043;1;8,45;414,05;2;0;0;0;4;4;11;10;2;8;5;1;2;49
5211636;Mebocaína Forte, 4/1/0,2 mg x 24 pst;26;0043;26;9,25;471,75;5;10;1;4;0;1;0;2;7;10;7;1;3;51
5658216;Septolete Duo Eucalipto , 3 mg + 1 mg Blister 16 Unidade(s) Past;0;0043;0;6,04;24,16;0;0;0;0;0;0;0;0;0;0;4;0;0;4
5478045;Strepfen Laranja sem açúcar, 8,75 mg x 16 pst;12;0043;12;8,9;898,90;8;10;3;2;3;1;6;8;9;13;17;9;12;101
5478052;Strepfen Laranja sem açúcar, 8,75 mg x 24 pst;28;0043;28;9,9;673,20;3;2;0;0;0;2;1;5;10;11;18;12;4;68
3700481;Strepfen Mel e limão, 8,75 mg x 16 pst;0;0043;0;8,9;2750,10;25;28;18;8;10;10;23;25;15;49;38;26;34;309
5154828;Strepfen Mel e limão, 8,75 mg x 24 pst;0;0043;0;10,25;1260,75;5;4;4;3;0;4;3;9;16;16;18;20;21;123
5631031;Strepfen Spray, 16,2 mg/mL-15mL x 1 sol pulv bucal;4;0043;4;11,7;105,30;1;1;0;1;1;0;1;0;0;1;1;2;0;9
5164231;Strepsils Laranja com Vitamina C, 1,2/0,6 mg x 24 pst;11;0043;11;8,9;471,70;2;3;3;1;2;1;1;4;7;7;9;7;6;53
5182654;Strepsils Limão sem açúcar, 1,2/0,6 mg x 16 pst;0;0043;0;7,9;410,80;2;1;3;4;1;3;3;4;8;10;4;5;4;52
5154737;Strepsils Mel e limão, 1,2/0,6 mg x 24 pst;0;0043;0;8,9;1539,70;11;10;8;11;4;7;14;16;20;28;25;7;12;173
5182647;Strepsils Morango sem açúcar, 1,2/0,6 mg x 16 pst;10;0043;10;7,9;545,10;1;5;3;2;1;2;3;6;8;11;12;8;7;69
5680038;Strepsils Tosse, 1,2/0,6 mg x 24 pst;5;0043;5;8,9;8,90;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5680046;Strepsils Tosse, 1,2/0,6 mg x 36 pst;0;0043;0;9,7;67,90;0;0;0;0;0;0;0;0;1;3;1;1;1;7
2889384;Tantum Verde , 1.5 mg/ml Frasco nebulizador 30 ml Sol pulv bucal;0;0043;0;8,3;24,90;1;1;0;0;1;0;0;0;0;0;0;0;0;3
8232827;Tantum Verde , 1.5 mg/ml Frasco 240 ml Sol lavag boca;30;0043;30;10,95;394,20;2;1;8;2;4;2;4;3;4;0;3;1;2;36
5481361;Tantum Verde , 1.5 mg/ml Frasco 500 ml Sol lavag boca;11;0043;11;16,95;118,65;1;0;0;1;2;0;1;1;0;0;0;1;0;7
9527101;Tantum Verde , 3 mg + 2.5 mg Blister 20 Unidade(s) Past;0;0043;0;8,95;8,95;0;0;1;0;0;0;0;0;0;0;0;0;0;1
5242086;Tantum Verde , 3 mg/ml Frasco nebulizador 15 ml Sol pulv bucal;1;0043;1;12,2;73,20;0;1;0;0;0;1;1;1;0;0;0;1;1;6
