CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
8559013;Actifed, 60/2,5 mg x 20 comp;19;43;19;7,65;1147,5;10;11;8;6;10;11;2;18;22;19;12;11;10;150
5071634;Allergodil OD MG, 120 mg Blister 20 Unidade(s) Comp revest pelic;5;43;5;9,45;311,85;5;2;9;3;3;2;1;1;0;0;2;1;4;33
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;11;43;11;10,95;142,35;0;0;2;5;0;1;2;0;0;0;3;0;0;13
9901116;Benylin (200mL), 2,8/0,4 mg/mL x 1 xar mL;0;43;0;10,48;10,48;0;1;0;0;0;0;0;0;0;0;0;0;0;1
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;9,55;19,1;0;0;0;0;0;0;0;0;0;0;1;0;1;2
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;171,5;2;3;1;0;1;0;1;1;1;1;1;1;1;14
6729327;Breathe Right Penso Nasal Gde X30;0;43;0;26,11;26,11;0;0;0;0;0;0;0;0;0;0;0;1;0;1
6729319;Breathe Right Penso Nasal Peq/Med X30;1;43;1;29,5;118;1;0;0;0;0;0;0;0;1;0;0;1;1;4
5589312;Cetirizina Aurobindo MG, 10 mg x 20 comp rev;13;43;13;5,9;383,5;0;0;0;0;0;0;0;5;5;15;15;14;11;65
4214599;Cetirizina Farmoz MG, 10 mg x 20 comp rev;0;43;0;4,95;287,1;0;0;3;7;10;0;13;8;3;2;6;4;2;58
3725488;Cetirizina Mylan MG, 10 mg x 20 comp rev;0;43;0;5,9;731,6;17;32;19;16;14;25;0;0;0;0;1;0;0;124
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;94,5;1;4;0;2;1;0;2;1;1;2;1;0;0;15
5816400;Claritine , 10 mg Blister 10 Unidade(s) Comp;0;43;0;5,45;92,65;2;8;2;0;3;1;0;0;0;0;1;0;0;17
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;102,6;0;1;2;2;0;2;1;1;1;2;0;0;0;12
7048173;Eucalyplus Spray Nasal 20Ml;0;43;0;9,5;47,5;1;0;2;0;0;0;1;0;0;0;0;0;1;5
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;425,45;6;4;9;6;8;8;3;4;1;8;4;3;3;67
6506279;Fitonasal Spray Nasal Concent 30Ml;5;43;5;16,95;355,95;1;0;2;3;2;1;1;0;0;5;4;2;0;21
6985655;Frimar Forte  Spray Nasal Hipert 100ml;4;43;4;8,5;102;1;0;0;0;0;0;0;0;2;1;1;0;7;12
6985663;Frimar Spray Nasal Isot 100ml;22;43;22;8,5;782;3;2;6;1;6;5;10;12;14;11;11;11;0;92
5568621;Heperpoll Maçã MG, 10 mg x 14 comp chupar;15;43;15;6,9;27,6;0;1;0;0;0;0;0;0;0;0;0;0;3;4
