CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
9313106;Anginova, 0,25/1,5mg+400U x 20 comp chupar;0;0043;0;8,27;49,62;1;2;0;0;0;0;0;0;0;1;0;2;0;6
4320396;Collu-Hextril, 2 mg/mL-40 mL x 1 sol pulv bucal;0;0043;0;7,05;204,45;1;2;2;3;1;5;2;1;1;3;3;3;2;29
2213783;Drill, 3/0,2 mg x 24 pst;0;0043;0;7,3;160,60;1;0;3;1;0;0;1;0;6;2;4;1;3;22
8834101;Euphon, 10 mg x 70 pst;0;0043;0;9,75;448,50;2;3;2;7;7;2;3;6;3;3;5;2;1;46
9969600;Hydrotricine, 1 mg x 24 pst;1;0043;1;9,22;92,20;0;1;1;0;2;1;0;1;0;1;2;1;0;10
5407382;Mebocaína Anti-Inflam, 1,2/3 mg x 20 comp chupar;0;0043;0;9,9;495,00;5;0;5;2;3;1;2;3;3;5;10;8;3;50
5603949;Mebocaína Anti-Inflam, 1,2/3 mg x 30 comp chupar;0;0043;0;9,62;9,62;1;0;0;0;0;0;0;0;0;0;0;0;0;1
5407481;Mebocaína Anti-Inflam, 6/1,5mg/mL-10mL x 1 sol pulv bucal;0;0043;0;7,45;22,35;0;2;0;0;1;0;0;0;0;0;0;0;0;3
5470851;Mebocaína Forte, 4/1/0,2 mg x 16 pst;1;0043;1;8,45;532,35;8;0;0;2;6;2;1;9;7;12;10;4;2;63
5211636;Mebocaína Forte, 4/1/0,2 mg x 24 pst;26;0043;26;9,25;638,25;3;3;10;3;2;2;1;8;10;4;8;10;5;69
2138592;Mentocaína-R, 1,05/2,5 mg x 20 pst;0;0043;0;7,48;14,96;0;0;0;1;0;0;0;0;0;1;0;0;0;2
5478045;Strepfen Laranja sem açúcar, 8,75 mg x 16 pst;12;0043;12;8,9;801,00;12;8;7;6;2;1;10;9;10;7;3;7;8;90
5478052;Strepfen Laranja sem açúcar, 8,75 mg x 24 pst;28;0043;28;9,9;425,70;2;1;5;1;0;1;0;4;4;13;6;3;3;43
3700481;Strepfen Mel e limão, 8,75 mg x 16 pst;0;0043;0;8,9;2500,90;28;19;13;5;12;7;14;28;24;38;45;23;25;281
5154828;Strepfen Mel e limão, 8,75 mg x 24 pst;0;0043;0;10,25;686,75;9;7;2;4;1;6;3;6;5;9;7;3;5;67
5631031;Strepfen Spray, 16,2 mg/mL-15mL x 1 sol pulv bucal;4;0043;4;11,7;93,60;0;0;1;1;2;0;0;0;0;2;1;0;1;8
5164231;Strepsils Laranja com Vitamina C, 1,2/0,6 mg x 24 pst;11;0043;11;8,9;418,30;5;4;4;0;3;1;2;3;5;10;3;5;2;47
5182654;Strepsils Limão sem açúcar, 1,2/0,6 mg x 16 pst;0;0043;0;7,9;474,00;6;6;4;5;3;4;3;6;5;6;9;1;2;60
5154737;Strepsils Mel e limão, 1,2/0,6 mg x 24 pst;0;0043;0;8,9;1797,80;22;12;11;12;8;5;6;11;22;34;29;19;11;202
5182647;Strepsils Morango sem açúcar, 1,2/0,6 mg x 16 pst;10;0043;10;7,9;458,20;7;3;5;3;0;3;1;5;8;7;9;6;1;58
2889384;Tantum Verde , 1.5 mg/ml Frasco nebulizador 30 ml Sol pulv bucal;0;0043;0;8,3;41,50;0;0;0;0;0;0;1;0;1;1;0;1;1;5
8232827;Tantum Verde , 1.5 mg/ml Frasco 240 ml Sol lavag boca;30;0043;30;10,95;481,80;4;5;3;3;2;3;4;2;4;3;5;4;2;44
5481361;Tantum Verde , 1.5 mg/ml Frasco 500 ml Sol lavag boca;11;0043;11;16,95;237,30;2;1;2;1;3;0;1;0;1;0;2;0;1;14
9527101;Tantum Verde , 3 mg + 2.5 mg Blister 20 Unidade(s) Past;0;0043;0;8,95;35,80;0;0;0;1;0;0;1;0;1;0;1;0;0;4
5242086;Tantum Verde , 3 mg/ml Frasco nebulizador 15 ml Sol pulv bucal;1;0043;1;12,2;73,20;1;0;0;0;0;1;0;2;0;0;0;2;0;6
5328976;Tantum Verde Eucalipto Sem Açucar, 3 mg x 20 pst;0;0043;0;5,98;5,98;0;0;0;0;0;1;0;0;0;0;0;0;0;1
5328950;Tantum Verde Laranja-Mel Sem Açucar, 3 mg x 20 pst;0;0043;0;8,3;16,60;0;0;1;0;0;0;1;0;0;0;0;0;0;2
5094180;Tantum Verde Limão Sem Açucar, 3 mg x 20 pst;0;0043;0;5,82;11,64;0;0;1;0;1;0;0;0;0;0;0;0;0;2
3576287;Tantum Verde Menta Sem Açucar, 3 mg x 20 pst;1;0043;1;9,95;9,95;0;0;1;0;0;0;0;0;0;0;0;0;0;1
