CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5705215;Acetilcisteína Azevedos MG, 600 mg x 20 comp eferv;0;0043;0;6,85;746,65;0;0;0;0;0;0;0;16;4;20;18;27;24;109
5245972;Acetilcisteína Pharmakern MG, 600 mg x 20 comp eferv;0;0043;0;6,5;1397,50;21;24;23;20;19;11;15;15;12;22;23;7;3;215
5519186;Acetilcisteína Tussilene MG, 600 mg x 20 comp eferv;0;0043;0;5,5;16,50;0;0;0;0;0;0;0;0;0;0;0;0;3;3
5200266;Benflux Forte, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;10,84;54,20;0;3;1;0;0;0;0;0;0;0;0;0;1;5
3605995;Bisoltussin Tosse Seca, 2 mg/mL-200 mL x 1 sol oral mL;0;0043;0;9,65;337,75;3;2;2;1;1;2;1;3;2;9;4;3;2;35
5421375;Bisoltussin, 10,5 mg x 20 pst;14;0043;14;10,95;394,20;2;2;2;1;0;2;0;4;6;1;6;3;7;36
5625827;Bisolvon Efervescente MG, 600 mg x 10 comp eferv;0;0043;0;8,35;33,40;0;2;1;0;1;0;0;0;0;0;0;0;0;4
5790183;Bisolvon Linctus Adulto, 1,6 mg/mL-200mL x 1 xar mL;0;0043;0;10,5;2436,00;20;14;14;12;4;5;10;23;25;44;27;21;13;232
8283309;Bisolvon Linctus Criança, 0,8 mg/mL-200mL x 1 xar mL;0;0043;0;9,35;289,85;0;0;3;1;0;4;3;2;2;6;4;2;4;31
9254813;Bisolvon, 8 mg x 20 comp;0;0043;0;8,55;282,15;1;2;1;0;0;0;1;2;4;5;10;2;5;33
9745828;Broncoliber, 120 mg x 20 cáps lib prol;0;0043;0;10,6;116,60;0;0;0;0;0;1;0;1;0;3;3;2;1;11
9545517;Broncoliber, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;9,8;58,80;0;0;0;0;0;0;0;0;1;2;1;1;1;6
8549303;Drenoxol, 3 mg/mL-200 mL x 1 xar mL;0;0043;0;6,74;6,74;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3311180;Fluimucil 2%, 20 mg/mL-200 mL x 1 sol oral mL;0;0043;0;8,65;138,40;0;0;1;2;0;1;2;3;2;1;1;1;2;16
3486487;Fluimucil, 200 mg x 20 comp disp;0;0043;0;7,03;28,12;0;0;0;0;0;0;0;1;0;0;2;0;1;4
2195980;Fluimucil, 200 mg x 20 gran sol oral saq;0;0043;0;6,9;75,90;0;1;3;0;0;0;0;2;0;2;3;0;0;11
5269287;Fluimucil 4%, 40 mg/mL-200 mL x 1 sol oral mL;0;0043;0;10,5;136,50;1;1;0;0;0;1;0;3;2;2;0;2;1;13
2195782;Fluimucil, 600 mg x 20 comp eferv;5;0043;5;7,87;1440,21;6;14;10;5;5;6;7;15;12;24;28;26;25;183
2177681;Levotuss, 6 mg/mL-200 mL x 1 xar mL;0;0043;0;10,7;21,40;0;1;0;0;0;0;0;1;0;0;0;0;0;2
5582333;Levotuss, 60 mg x 20 comp;0;0043;0;10,1;60,60;0;0;1;0;0;0;0;0;0;1;2;1;1;6
9278200;Lisomucin, 1,6 mg/mL-200mL x 1 xar mL;0;0043;0;8,45;8,45;0;0;0;0;0;0;0;0;0;0;0;1;0;1
5588025;Milid, 300 mg x 20 cáps;2;0043;2;9,13;264,77;0;1;0;1;0;2;2;1;2;3;10;3;4;29
5588009;Milid, 300 mg x 20 comp disp;2;0043;2;8,95;187,95;0;1;1;0;0;1;0;2;0;4;4;2;6;21
9329714;Mucoral, 400 mg x 20 cáps;0;0043;0;7,92;15,84;0;0;0;0;0;0;0;0;1;0;1;0;0;2
5413240;Mucoral, 50 mg/mL-200 mL x 1 xar mL;0;0043;0;7,9;15,80;0;0;0;2;0;0;0;0;0;0;0;0;0;2
8631119;Mucosolvan Perlonguets, 75 mg x 20 cáps lib prol;0;0043;0;11,1;55,50;0;0;0;0;0;1;1;0;1;0;1;1;0;5
5478227;Mucosolvan, 15 mg x 20 pst mole;0;0043;0;8,9;8,90;0;1;0;0;0;0;0;0;0;0;0;0;0;1
9574715;Mucosolvan, 30 mg x 20 comp;1;0043;1;9,25;37,00;0;0;0;0;0;1;1;0;0;0;0;1;1;4
8574913;Mucosolvan, 6 mg/mL-200 mL x 1 xar mL;2;0043;2;11,95;262,90;3;2;0;0;1;0;0;3;1;3;3;4;2;22
5633300;Pulmiben Lisina, 1500 mg x 40 pó sol oral saq;1;0043;1;18,73;524,44;3;4;0;1;3;0;2;0;1;2;1;5;6;28
3125986;Pulmiben 2%, 20 mg/mL-125 mL x 1 xar mL;2;0043;2;6,15;104,55;2;1;2;0;0;1;2;2;0;2;3;0;2;17
3491685;Pulmiben 5%, 50 mg/mL-250 mL x 1 xar mL;4;0043;4;9,35;1337,05;6;4;4;5;2;3;2;5;9;12;16;38;37;143
6316513;Supracare Xarope Tosse 200Ml;56;0043;56;9,5;2593,50;11;12;12;9;4;6;11;18;14;20;66;47;43;273
