CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5346218;Actifed Descongestionante , 1 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;11,5;34,5;0;0;0;0;0;0;0;0;3;0;0;0;0;3
8559013;Actifed, 60/2,5 mg x 20 comp;19;43;19;7,65;742,05;4;5;5;4;7;6;6;8;13;12;12;5;10;97
5071634;Allergodil OD MG, 120 mg Blister 20 Unidade(s) Comp revest pelic;5;43;5;9,45;122,85;0;0;0;0;0;0;0;0;5;2;0;1;5;13
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;11;43;11;10,95;262,8;2;0;2;4;7;0;3;1;3;0;1;1;0;24
6214742;Aqua Maris Ag Mar Isot Spray 30ml;0;43;0;4,69;18,76;0;1;0;0;2;0;0;0;0;0;1;0;0;4
6214759;Aqua Maris Forte Ag Mar Hipert Spray 30ml;0;43;0;5,1;5,1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
9901116;Benylin (200mL), 2,8/0,4 mg/mL x 1 xar mL;0;43;0;10,48;20,96;0;0;0;1;1;0;0;0;0;0;0;0;0;2
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;9,55;19,1;0;2;0;0;0;0;0;0;0;0;0;0;0;2
6304063;Bloxinus Spray Nasal Edema 20ml;0;43;0;10,01;20,02;0;1;1;0;0;0;0;0;0;0;0;0;0;2
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;73,5;0;0;1;2;0;0;0;1;0;0;0;0;2;6
6729327;Breathe Right Penso Nasal Gde X30;0;43;0;26,11;26,11;0;1;0;0;0;0;0;0;0;0;0;0;0;1
6774208;Breathe Right Penso Nasal Peq/Med X10;0;43;0;10,49;10,49;0;1;0;0;0;0;0;0;0;0;0;0;0;1
6729319;Breathe Right Penso Nasal Peq/Med X30;1;43;1;29,5;177;0;1;1;1;0;1;0;0;0;0;1;0;1;6
3725488;Cetirizina Mylan MG, 10 mg x 20 comp rev;0;43;0;5,9;1215,4;8;16;14;25;24;16;17;13;16;14;16;10;17;206
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;176,4;1;2;1;10;1;2;3;0;3;2;1;1;1;28
5816400;Claritine , 10 mg Blister 10 Unidade(s) Comp;0;43;0;5,45;10,9;0;0;0;0;0;0;0;0;0;0;0;0;2;2
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;196,65;0;4;3;3;5;4;0;1;1;0;1;1;0;23
7048173;Eucalyplus Spray Nasal 20Ml;0;43;0;9,5;95;0;1;0;0;1;0;2;0;0;2;0;3;1;10
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;323,85;5;3;4;4;1;4;4;8;2;5;2;3;6;51
6506279;Fitonasal Spray Nasal Concent 30Ml;5;43;5;16,95;152,55;0;0;0;0;2;0;1;1;2;2;0;0;1;9
6985655;Frimar Forte  Spray Nasal Hipert 100ml;4;43;4;8,5;34;0;0;0;0;0;0;0;0;0;0;2;1;1;4
6985663;Frimar Spray Nasal Isot 100ml;22;43;22;8,5;476;0;2;6;6;3;7;8;2;11;2;2;4;3;56
6243006;Ilvico Mer Spray Nasal 20ml;0;43;0;5,4;27;0;2;2;0;0;1;0;0;0;0;0;0;0;5
5738406;Nasex Duo , 1 mg/ml + 50 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;7,95;31,8;0;0;0;0;0;0;0;2;1;0;0;0;1;4
5757372;Nasex, 1 mg/mL-10 mL x 1 sol nasal conta-gotas;0;43;0;6,95;6,95;0;0;0;0;1;0;0;0;0;0;0;0;0;1
