CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
4320396;Collu-Hextril, 2 mg/mL-40 mL x 1 sol pulv bucal;0;0043;0;7,05;296,10;3;3;4;5;2;2;1;1;1;4;3;9;4;42
5447735;Drill sem açúcar, 0,2/3 mg x 24 pst;0;0043;0;6,95;34,75;0;0;0;0;0;0;0;2;1;2;0;0;0;5
2213783;Drill, 3/0,2 mg x 24 pst;0;0043;0;7,3;116,80;5;0;0;0;0;0;0;3;2;3;2;0;1;16
8834101;Euphon, 10 mg x 70 pst;0;0043;0;9,75;468,00;2;1;4;4;4;2;2;5;3;5;7;6;3;48
9969600;Hydrotricine, 1 mg x 24 pst;1;0043;1;9,22;147,52;1;0;1;1;0;2;0;2;0;4;2;0;3;16
5407382;Mebocaína Anti-Inflam, 1,2/3 mg x 20 comp chupar;0;0043;0;9,9;495,00;2;5;7;4;0;2;3;2;2;7;6;4;6;50
5470851;Mebocaína Forte, 4/1/0,2 mg x 16 pst;1;0043;1;8,45;253,50;2;4;3;0;0;0;6;3;3;0;6;1;2;30
5211636;Mebocaína Forte, 4/1/0,2 mg x 24 pst;26;0043;26;9,25;453,25;3;1;3;4;5;5;0;8;7;6;3;3;1;49
5478045;Strepfen Laranja sem açúcar, 8,75 mg x 16 pst;12;0043;12;8,9;1157,00;12;6;10;12;5;5;11;13;9;14;16;5;12;130
5478052;Strepfen Laranja sem açúcar, 8,75 mg x 24 pst;28;0043;28;9,9;693,00;4;3;7;0;4;1;1;5;7;17;11;8;2;70
3700481;Strepfen Mel e limão, 8,75 mg x 16 pst;0;0043;0;8,9;2456,40;34;21;13;17;11;10;7;24;18;36;43;24;18;276
5154828;Strepfen Mel e limão, 8,75 mg x 24 pst;0;0043;0;10,25;1445,25;21;9;6;8;0;6;3;11;10;26;17;12;12;141
5631031;Strepfen Spray, 16,2 mg/mL-15mL x 1 sol pulv bucal;4;0043;4;11,7;257,40;0;1;2;0;1;3;1;3;2;1;5;2;1;22
5164231;Strepsils Laranja com Vitamina C, 1,2/0,6 mg x 24 pst;11;0043;11;8,9;391,60;6;2;3;2;0;0;3;6;3;7;5;3;4;44
5182654;Strepsils Limão sem açúcar, 1,2/0,6 mg x 16 pst;0;0043;0;7,9;252,80;4;2;0;0;0;2;0;4;5;4;8;1;2;32
5154778;Strepsils Limão sem açúcar, 1,2/0,6 mg x 24 pst;11;0043;11;8,9;17,80;0;0;0;0;0;0;0;0;0;0;0;1;1;2
5154737;Strepsils Mel e limão, 1,2/0,6 mg x 24 pst;0;0043;0;8,9;996,80;12;5;5;4;10;3;3;15;8;18;14;7;8;112
5182647;Strepsils Morango sem açúcar, 1,2/0,6 mg x 16 pst;10;0043;10;7,9;387,10;7;3;3;1;1;2;2;4;4;5;12;1;4;49
5154679;Strepsils Morango sem açúcar, 1,2/0,6 mg x 24 pst;4;0043;4;8,9;8,90;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5680038;Strepsils Tosse, 1,2/0,6 mg x 24 pst;5;0043;5;8,9;124,60;1;0;2;0;0;0;0;2;0;2;3;4;0;14
5680046;Strepsils Tosse, 1,2/0,6 mg x 36 pst;0;0043;0;9,7;116,40;1;0;0;1;0;0;1;0;0;2;4;0;3;12
2889384;Tantum Verde , 1.5 mg/ml Frasco nebulizador 30 ml Sol pulv bucal;0;0043;0;8,3;24,90;0;0;1;1;1;0;0;0;0;0;0;0;0;3
8232827;Tantum Verde , 1.5 mg/ml Frasco 240 ml Sol lavag boca;30;0043;30;10,95;405,15;2;7;4;4;2;4;3;1;2;1;2;2;3;37
5481361;Tantum Verde , 1.5 mg/ml Frasco 500 ml Sol lavag boca;11;0043;11;16,95;135,60;0;0;2;0;0;1;1;1;0;1;1;1;0;8
5242086;Tantum Verde , 3 mg/ml Frasco nebulizador 15 ml Sol pulv bucal;1;0043;1;12,2;97,60;1;0;1;1;1;0;0;0;2;1;0;0;1;8
