CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5818711;Antigrippine Trieffect Tosse , 500 mg + 6.1 mg + 100 mg Blister 16 Unidade(s) Caps;7;0043;7;9,99;249,75;0;0;0;0;0;0;0;0;0;0;0;6;19;25
5603741;Antigrippine trieffect, 500/5 mg x 20 comp rev;0;0043;0;9,35;598,40;0;3;0;1;1;2;0;8;7;16;18;6;2;64
5666110;Bisolgripal MG, 200 mg + 30 mg Blister 20 Unidade(s) Comp revest pelic;1;0043;1;9,83;98,30;0;1;0;1;0;0;0;1;0;1;2;2;2;10
9869800;Cebiolon, 100 mg/mL-20 mL x 1 sol oral gta;0;0043;0;5,55;5,55;0;0;0;0;0;0;0;0;0;1;0;0;0;1
5054168;Cêgripe, 1/500 mg x 20 comp;106;0043;106;9,6;3446,40;17;16;20;11;3;6;17;33;45;50;66;37;38;359
5472949;Griponal, 4/500 mg x 20 comp eferv;67;0043;67;9,9;1603,80;11;9;14;3;2;3;0;14;24;35;18;16;13;162
8665604;Ilvico, 250/3/10/36 mg x 20 comp rev;85;0043;85;8,6;1840,40;22;20;12;9;9;3;14;24;44;46;6;0;5;214
5674858;Panadol Gripus, 500/6,1/100 mg x 16 cáps;10;0043;10;9,2;294,40;3;2;0;1;1;0;0;4;3;3;6;6;3;32
2493591;Paramolan C, 500/250 mg x 20 pó sol oral saq;0;0043;0;6,75;6,75;0;0;0;0;0;0;0;1;0;0;0;0;0;1
6632679;Viruprotect Stada Spray Bucal 20Ml;0;0043;0;22,32;44,64;1;1;0;0;0;0;0;0;0;0;0;0;0;2
9879213;Vitaminac Retard, 500 mg x 20 cáps lib prol;0;0043;0;7,18;7,18;0;0;0;0;0;0;0;0;0;0;1;0;0;1
5425731;Vitaminac Retard, 500 mg x 60 cáps lib prol;0;0043;0;16,74;16,74;0;1;0;0;0;0;0;0;0;0;0;0;0;1
