CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
9313106;Anginova, 0,25/1,5mg+400U x 20 comp chupar;0;0043;0;8,27;33,08;0;0;1;0;0;1;0;0;0;0;0;1;1;4
4320396;Collu-Hextril, 2 mg/mL-40 mL x 1 sol pulv bucal;0;0043;0;7,05;126,90;1;2;0;2;1;1;1;3;3;1;2;0;1;18
2213783;Drill, 3/0,2 mg x 24 pst;0;0043;0;7,3;65,70;2;2;1;0;0;0;1;0;2;0;0;0;1;9
8834101;Euphon, 10 mg x 70 pst;0;0043;0;9,75;126,75;2;0;1;1;0;0;0;2;2;1;0;2;2;13
9969600;Hydrotricine, 1 mg x 24 pst;1;0043;1;9,22;64,54;0;1;1;0;0;1;0;1;0;2;1;0;0;7
4895983;Locabiosol 125 microgramas, 125 mcg/dose x 10 sol pulv bucal/nasal;0;0043;0;8,75;393,75;3;2;2;4;2;5;1;1;7;7;7;4;0;45
5407382;Mebocaína Anti-Inflam, 1,2/3 mg x 20 comp chupar;0;0043;0;9,9;445,50;6;1;3;2;0;2;1;4;5;5;5;6;5;45
5603949;Mebocaína Anti-Inflam, 1,2/3 mg x 30 comp chupar;0;0043;0;9,62;173,16;0;0;0;0;0;0;0;4;1;5;4;3;1;18
5407481;Mebocaína Anti-Inflam, 6/1,5mg/mL-10mL x 1 sol pulv bucal;0;0043;0;7,45;37,25;1;0;0;1;0;1;0;0;0;0;1;1;0;5
5470851;Mebocaína Forte, 4/1/0,2 mg x 16 pst;1;0043;1;8,45;338,00;0;0;1;0;1;6;4;7;3;4;2;4;8;40
5211636;Mebocaína Forte, 4/1/0,2 mg x 24 pst;26;0043;26;9,25;666,00;7;6;3;1;6;1;5;5;9;8;12;6;3;72
5478045;Strepfen Laranja sem açúcar, 8,75 mg x 16 pst;12;0043;12;8,9;614,10;11;1;3;1;1;4;3;4;4;8;13;4;12;69
5478052;Strepfen Laranja sem açúcar, 8,75 mg x 24 pst;28;0043;28;9,9;316,80;2;2;2;2;0;2;1;5;2;7;4;1;2;32
3700481;Strepfen Mel e limão, 8,75 mg x 16 pst;0;0043;0;8,9;2874,70;39;28;27;15;11;11;17;43;23;35;21;25;28;323
5154828;Strepfen Mel e limão, 8,75 mg x 24 pst;0;0043;0;10,25;697,00;7;6;2;2;0;2;6;6;5;10;7;6;9;68
5631031;Strepfen Spray, 16,2 mg/mL-15mL x 1 sol pulv bucal;4;0043;4;11,7;35,10;0;0;0;0;0;0;0;0;0;1;1;1;0;3
5164231;Strepsils Laranja com Vitamina C, 1,2/0,6 mg x 24 pst;11;0043;11;8,9;525,10;8;5;3;2;4;5;5;4;1;4;6;7;5;59
5182654;Strepsils Limão sem açúcar, 1,2/0,6 mg x 16 pst;0;0043;0;7,9;252,80;3;1;5;1;2;0;3;3;1;1;4;2;6;32
5154737;Strepsils Mel e limão, 1,2/0,6 mg x 24 pst;0;0043;0;8,9;2153,80;24;17;14;9;5;11;11;23;25;24;29;28;22;242
5182647;Strepsils Morango sem açúcar, 1,2/0,6 mg x 16 pst;10;0043;10;7,9;568,80;4;5;4;0;2;1;5;13;11;9;5;6;7;72
2889384;Tantum Verde , 1.5 mg/ml Frasco nebulizador 30 ml Sol pulv bucal;0;0043;0;8,3;49,80;0;1;0;0;1;0;1;0;1;2;0;0;0;6
8232827;Tantum Verde , 1.5 mg/ml Frasco 240 ml Sol lavag boca;30;0043;30;10,95;591,30;3;6;3;1;6;3;9;3;2;6;5;3;4;54
5481361;Tantum Verde , 1.5 mg/ml Frasco 500 ml Sol lavag boca;11;0043;11;16,95;305,10;1;1;2;1;0;2;0;3;1;2;1;2;2;18
9527101;Tantum Verde , 3 mg + 2.5 mg Blister 20 Unidade(s) Past;0;0043;0;8,95;98,45;0;1;1;1;1;0;1;0;0;1;1;4;0;11
5242086;Tantum Verde , 3 mg/ml Frasco nebulizador 15 ml Sol pulv bucal;1;0043;1;12,2;97,60;0;0;0;1;1;0;0;0;1;2;1;1;1;8
5328976;Tantum Verde Eucalipto Sem Açucar, 3 mg x 20 pst;0;0043;0;5,98;5,98;1;0;0;0;0;0;0;0;0;0;0;0;0;1
5328950;Tantum Verde Laranja-Mel Sem Açucar, 3 mg x 20 pst;0;0043;0;8,3;16,60;1;1;0;0;0;0;0;0;0;0;0;0;0;2
5094180;Tantum Verde Limão Sem Açucar, 3 mg x 20 pst;0;0043;0;5,82;11,64;0;0;1;1;0;0;0;0;0;0;0;0;0;2
3576287;Tantum Verde Menta Sem Açucar, 3 mg x 20 pst;1;0043;1;9,95;49,75;1;1;2;0;0;0;0;0;1;0;0;0;0;5
