CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5705215;Acetilcisteína Azevedos MG, 600 mg x 20 comp eferv;0;0043;0;6,85;1870,05;24;17;22;22;10;15;13;12;15;41;28;33;21;273
5104377;Acetilcisteína Liboran MG, 600 mg Recipiente para comprimidos 20 Unidade(s) Comp eferv;9;0043;9;6,85;13,70;0;0;1;0;0;1;0;0;0;0;0;0;0;2
5245972;Acetilcisteína Pharmakern MG, 600 mg x 20 comp eferv;0;0043;0;6,5;513,50;3;6;3;3;7;2;4;6;5;5;24;9;2;79
5519186;Acetilcisteína Tussilene MG, 600 mg x 20 comp eferv;0;0043;0;5,5;16,50;3;0;0;0;0;0;0;0;0;0;0;0;0;3
5200266;Benflux Forte, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;10,84;21,68;1;1;0;0;0;0;0;0;0;0;0;0;0;2
6226498;Bisolduo Pastilha 2em1 Limao Eucalipto X18;0;0043;0;11,15;44,60;0;0;0;0;0;0;0;0;0;0;0;4;0;4
6222752;Bisolnatural 2em1 Xar S/Acucar 120ml xar mL;6;0043;6;14,95;89,70;0;0;0;0;0;0;0;0;0;0;3;1;2;6
3605995;Bisoltussin Tosse Seca, 2 mg/mL-200 mL x 1 sol oral mL;0;0043;0;9,65;318,45;2;2;3;0;2;2;0;6;2;4;5;2;3;33
5421375;Bisoltussin, 10,5 mg x 20 pst;14;0043;14;10,95;328,50;7;2;5;1;0;2;1;2;1;2;2;2;3;30
5625827;Bisolvon Efervescente MG, 600 mg x 10 comp eferv;0;0043;0;8,35;50,10;0;0;0;0;0;0;0;0;0;0;3;2;1;6
5790183;Bisolvon Linctus Adulto, 1,6 mg/mL-200mL x 1 xar mL;0;0043;0;10,5;1617,00;13;3;5;2;2;2;3;9;11;29;31;23;21;154
8283309;Bisolvon Linctus Criança, 0,8 mg/mL-200mL x 1 xar mL;0;0043;0;9,35;336,60;4;2;1;1;0;0;0;5;1;8;7;5;2;36
8254920;Bisolvon, 2 mg/mL-40 mL x 1 sol oral gta;0;0043;0;6,5;6,50;0;0;0;0;0;0;0;0;0;0;0;0;1;1
9254813;Bisolvon, 8 mg x 20 comp;0;0043;0;8,55;171,00;5;0;0;2;1;0;0;0;1;3;4;3;1;20
5618152;Bronchodual (200mL), 0,12/0,83g/15mL x 1 sol oral frasco;0;0043;0;14,98;14,98;0;0;0;1;0;0;0;0;0;0;0;0;0;1
9745828;Broncoliber, 120 mg x 20 cáps lib prol;0;0043;0;10,6;42,40;1;1;0;0;1;0;0;0;0;1;0;0;0;4
9545509;Broncoliber, 3 mg/mL-200 mL x 1 xar mL;0;0043;0;6,2;12,40;0;1;0;0;0;0;0;1;0;0;0;0;0;2
9545517;Broncoliber, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;9,8;49,00;1;0;0;1;0;0;0;0;0;0;0;3;0;5
9405902;Catabina, 3 mg/mL-200 mL x 1 xar mL;0;0043;0;8,7;17,40;0;0;0;0;0;0;0;0;0;0;1;1;0;2
3311180;Fluimucil 2%, 20 mg/mL-200 mL x 1 sol oral mL;0;0043;0;8,65;155,70;2;1;0;1;1;0;3;3;2;2;1;1;1;18
3486487;Fluimucil, 200 mg x 20 comp disp;0;0043;0;7,03;14,06;1;0;0;1;0;0;0;0;0;0;0;0;0;2
