CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5705215;Acetilcisteína Azevedos MG, 600 mg x 20 comp eferv;0;0043;0;6,85;1616,60;21;15;12;16;9;11;10;10;19;31;43;22;17;236
5245972;Acetilcisteína Pharmakern MG, 600 mg x 20 comp eferv;0;0043;0;6,5;305,50;2;7;5;6;1;3;2;1;2;3;3;4;8;47
6034058;Aquilea Mucus Comp Eferv Limaox15;0;0043;0;9,16;9,16;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5200266;Benflux Forte, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;10,84;10,84;0;0;0;0;1;0;0;0;0;0;0;0;0;1
6226498;Bisolduo Pastilha 2em1 Limao Eucalipto X18;0;0043;0;11,15;55,75;0;1;1;0;0;0;1;0;0;0;0;2;0;5
6222752;Bisolnatural 2em1 Xar S/Acucar 120ml xar mL;6;0043;6;14,95;343,85;2;0;0;0;0;1;0;0;8;3;2;5;2;23
3605995;Bisoltussin Tosse Seca, 2 mg/mL-200 mL x 1 sol oral mL;0;0043;0;9,65;376,35;3;3;4;1;2;1;1;5;2;3;6;4;4;39
5421375;Bisoltussin, 10,5 mg x 20 pst;14;0043;14;10,95;525,60;3;7;2;4;2;0;2;4;3;8;7;6;0;48
5625827;Bisolvon Efervescente MG, 600 mg x 10 comp eferv;0;0043;0;8,35;8,35;1;0;0;0;0;0;0;0;0;0;0;0;0;1
5790183;Bisolvon Linctus Adulto, 1,6 mg/mL-200mL x 1 xar mL;0;0043;0;10,5;1764,00;21;13;15;10;6;6;5;20;8;12;29;10;13;168
8283309;Bisolvon Linctus Criança, 0,8 mg/mL-200mL x 1 xar mL;0;0043;0;9,35;187,00;2;1;2;0;0;0;1;1;2;8;3;0;0;20
8254920;Bisolvon, 2 mg/mL-40 mL x 1 sol oral gta;0;0043;0;6,5;13,00;1;0;0;0;0;0;0;0;0;0;1;0;0;2
9254813;Bisolvon, 8 mg x 20 comp;0;0043;0;8,55;307,80;1;2;7;0;0;1;0;1;6;2;4;2;10;36
5618152;Bronchodual (200mL), 0,12/0,83g/15mL x 1 sol oral frasco;0;0043;0;14,98;29,96;0;0;0;0;0;0;0;0;0;0;1;1;0;2
5704218;Broncoliber tosse seca, 2 mg/mL-200 mL x 1 xar medida;0;0043;0;8,6;8,60;0;0;0;0;0;1;0;0;0;0;0;0;0;1
9745828;Broncoliber, 120 mg x 20 cáps lib prol;0;0043;0;10,6;84,80;0;0;0;0;1;1;0;2;0;1;0;3;0;8
9545509;Broncoliber, 3 mg/mL-200 mL x 1 xar mL;0;0043;0;6,2;18,60;0;0;0;0;1;0;0;0;0;1;0;0;1;3
5349352;Broncoliber, 50 mg/mL-13 mL x 1 sol pulv oral;0;0043;0;9,9;9,90;0;0;1;0;0;0;0;0;0;0;0;0;0;1
9545517;Broncoliber, 6 mg/mL-200 mL x 1 xar medida;0;0043;0;9,8;9,80;0;0;1;0;0;0;0;0;0;0;0;0;0;1
6349753;Dampo 3Em1 Tosse+Defesas Xar 150Ml;0;0043;0;11,5;34,50;0;0;0;0;0;0;0;0;0;0;1;2;0;3
6348375;Dampo 3Em1 Tosse+Garganta Xar 150Ml;0;0043;0;12,49;74,94;0;0;0;0;0;0;0;0;0;0;0;4;2;6
3311180;Fluimucil 2%, 20 mg/mL-200 mL x 1 sol oral mL;0;0043;0;8,65;129,75;1;2;2;0;0;0;1;0;0;4;0;5;0;15
5269287;Fluimucil 4%, 40 mg/mL-200 mL x 1 sol oral mL;0;0043;0;10,5;73,50;1;0;1;3;0;0;1;0;0;0;0;0;1;7
2195782;Fluimucil, 600 mg x 20 comp eferv;5;0043;5;7,87;1306,42;10;6;15;7;3;4;4;3;7;18;30;39;20;166
2177681;Levotuss, 6 mg/mL-200 mL x 1 xar mL;0;0043;0;10,7;42,80;0;1;1;0;0;0;0;0;0;1;1;0;0;4
5582333;Levotuss, 60 mg x 20 comp;0;0043;0;10,1;121,20;1;3;1;0;0;0;0;1;0;1;1;1;3;12
5588025;Milid, 300 mg x 20 cáps;2;0043;2;9,13;328,68;1;4;4;1;3;2;0;2;6;2;4;6;1;36
5588009;Milid, 300 mg x 20 comp disp;2;0043;2;8,95;232,70;4;1;3;4;0;1;0;3;1;2;5;2;0;26
5843099;Mucodox, 8 mg/mL-200 mL x 1 xar mL;0;0043;0;8,8;8,80;0;0;0;0;0;0;0;0;1;0;0;0;0;1
9329714;Mucoral, 400 mg x 20 cáps;0;0043;0;7,92;31,68;0;0;0;0;0;0;0;0;0;1;2;0;1;4
5413240;Mucoral, 50 mg/mL-200 mL x 1 xar mL;0;0043;0;7,9;7,90;0;0;0;0;0;1;0;0;0;0;0;0;0;1
8631119;Mucosolvan Perlonguets, 75 mg x 20 cáps lib prol;0;0043;0;11,1;66,60;0;2;0;0;1;0;0;0;1;0;1;0;1;6
9574715;Mucosolvan, 30 mg x 20 comp;1;0043;1;9,25;18,50;0;0;0;0;1;0;0;0;0;1;0;0;0;2
8574913;Mucosolvan, 6 mg/mL-200 mL x 1 xar mL;2;0043;2;11,95;382,40;2;5;4;2;1;2;0;0;5;5;5;1;0;32
2688794;Oxolamina , 10 mg/ml Frasco 250 ml Xar;0;0043;0;9,57;9,57;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5633300;Pulmiben Lisina, 1500 mg x 40 pó sol oral saq;1;0043;1;18,73;412,06;3;2;1;1;3;0;0;3;3;2;2;0;2;22
3125986;Pulmiben 2%, 20 mg/mL-125 mL x 1 xar mL;2;0043;2;6,15;73,80;1;0;0;0;0;1;0;1;3;3;2;0;1;12
3491685;Pulmiben 5%, 50 mg/mL-250 mL x 1 xar mL;4;0043;4;9,35;1729,75;9;9;10;1;5;1;3;16;19;30;31;24;27;185
6316513;Supracare Xarope Tosse 200Ml;56;0043;56;9,5;2014,00;15;11;12;6;6;8;4;10;27;31;29;24;29;212
2772887;Vicks Xarope Antitussico Mel, 1,33mg/mL-120mL x 1 xar medida;0;0043;0;8,5;8,50;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2773182;Vicks Xarope Expectorante Mel (120mL), 13,33 mg/mL x 1 xar mL;0;0043;0;7,5;7,50;0;0;0;0;0;0;0;0;0;1;0;0;0;1
