CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5603741;Antigrippine trieffect, 500/5 mg x 20 comp rev;0;0043;0;9,35;439,45;1;0;1;4;3;0;4;10;10;5;3;6;0;47
5773965;Aspirina Complex , 500 mg + 30 mg Saqueta 10 Unidade(s) Granul susp oral;0;0043;0;6,55;13,10;0;0;0;0;1;0;1;0;0;0;0;0;0;2
5666110;Bisolgripal MG, 200 mg + 30 mg Blister 20 Unidade(s) Comp revest pelic;1;0043;1;9,83;108,13;0;0;0;0;1;0;3;2;3;1;0;1;0;11
6293159;Bisolviral Spray Nasal 20ml;0;0043;0;10,95;54,75;1;1;0;0;1;2;0;0;0;0;0;0;0;5
9869800;Cebiolon, 100 mg/mL-20 mL x 1 sol oral gta;0;0043;0;5,55;38,85;1;2;0;2;0;1;0;0;0;0;1;0;0;7
5054168;Cêgripe, 1/500 mg x 20 comp;106;0043;106;9,6;2544,00;7;4;15;8;18;8;13;36;56;44;24;15;17;265
5472949;Griponal, 4/500 mg x 20 comp eferv;67;0043;67;9,9;1217,70;2;6;5;4;5;4;8;18;24;24;8;4;11;123
8665604;Ilvico, 250/3/10/36 mg x 20 comp rev;85;0043;85;8,6;1926,40;1;1;8;12;6;9;4;22;50;43;26;20;22;224
5674858;Panadol Gripus, 500/6,1/100 mg x 16 cáps;10;0043;10;9,2;248,40;1;0;4;3;4;0;0;0;3;3;5;1;3;27
2493591;Paramolan C, 500/250 mg x 20 pó sol oral saq;0;0043;0;6,75;87,75;1;1;2;0;0;0;1;0;2;3;3;0;0;13
6632679;Viruprotect Stada Spray Bucal 20Ml;0;0043;0;22,32;22,32;0;0;0;0;0;0;0;0;0;0;0;0;1;1
8870030;Vitamina C Alter Laranja, 1000 mg x 20 comp eferv;0;0043;0;6,21;12,42;0;0;0;0;0;0;0;0;1;0;1;0;0;2
8870048;Vitamina C Alter Morango, 1000 mg x 20 comp eferv;0;0043;0;6,21;6,21;0;0;0;0;0;0;0;0;1;0;0;0;0;1
5425731;Vitaminac Retard, 500 mg x 60 cáps lib prol;0;0043;0;16,74;16,74;0;0;0;0;0;0;1;0;0;0;0;0;0;1
