CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5603741;Antigrippine trieffect, 500/5 mg x 20 comp rev;0;0043;0;9,35;897,60;7;4;4;5;4;0;1;6;3;19;23;12;8;96
6293159;Bisolviral Spray Nasal 20ml;0;0043;0;10,95;65,70;0;0;0;0;0;0;1;0;0;2;1;2;0;6
9869800;Cebiolon, 100 mg/mL-20 mL x 1 sol oral gta;0;0043;0;5,55;11,10;0;0;0;0;1;0;0;1;0;0;0;0;0;2
5726369;Cegrinaso MG, 200 mg + 30 mg Blister 24 Unidade(s) Comp revest pelic;0;0043;0;7,49;381,99;1;0;0;0;1;1;0;3;4;16;17;5;3;51
5054168;Cêgripe, 1/500 mg x 20 comp;106;0043;106;9,6;5625,60;57;31;24;24;11;15;28;63;55;84;111;48;35;586
5678404;Flucavex MG, 500/25/200 mg x 8 gran sol oral saq;0;0043;0;7,1;7,10;0;0;0;0;0;0;0;0;1;0;0;0;0;1
5472949;Griponal, 4/500 mg x 20 comp eferv;67;0043;67;9,9;1306,80;16;4;3;2;2;3;5;13;12;28;27;10;7;132
8665604;Ilvico, 250/3/10/36 mg x 20 comp rev;85;0043;85;8,6;2365,00;24;10;7;12;11;6;7;14;39;50;47;26;22;275
5662606;Kaloba, 20 mg x 21 comp rev;0;0043;0;10,99;21,98;0;0;0;0;0;0;0;0;0;0;0;0;2;2
5189857;Panadol Extra, 500/65 mg x 20 comp rev;0;0043;0;4,98;19,92;0;2;1;1;0;0;0;0;0;0;0;0;0;4
5674858;Panadol Gripus, 500/6,1/100 mg x 16 cáps;10;0043;10;9,2;349,60;6;1;3;1;1;0;0;0;2;6;10;2;6;38
2493591;Paramolan C, 500/250 mg x 20 pó sol oral saq;0;0043;0;6,75;141,75;1;2;1;0;0;1;0;1;2;0;5;7;1;21
8870030;Vitamina C Alter Laranja, 1000 mg x 20 comp eferv;0;0043;0;6,21;68,31;1;1;1;0;0;1;0;0;1;1;4;0;1;11
8870048;Vitamina C Alter Morango, 1000 mg x 20 comp eferv;0;0043;0;6,21;43,47;0;0;0;0;0;0;0;0;0;0;1;3;3;7
9879213;Vitaminac Retard, 500 mg x 20 cáps lib prol;0;0043;0;7,18;21,54;0;0;0;0;0;0;0;0;0;0;0;3;0;3
