CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5603741;Antigrippine trieffect, 500/5 mg x 20 comp rev;0;0043;0;9,35;383,35;10;3;1;1;0;2;3;11;1;3;4;1;1;41
5773965;Aspirina Complex , 500 mg + 30 mg Saqueta 10 Unidade(s) Granul susp oral;0;0043;0;6,55;45,85;2;1;0;0;0;0;0;2;0;1;1;0;0;7
5666110;Bisolgripal MG, 200 mg + 30 mg Blister 20 Unidade(s) Comp revest pelic;1;0043;1;9,83;19,66;0;0;0;0;0;0;0;0;0;1;0;1;0;2
6293159;Bisolviral Spray Nasal 20ml;0;0043;0;10,95;153,30;2;0;0;0;1;1;0;2;2;2;3;0;1;14
9869800;Cebiolon, 100 mg/mL-20 mL x 1 sol oral gta;0;0043;0;5,55;33,30;0;1;0;0;0;0;1;1;0;1;0;1;1;6
5726369;Cegrinaso MG, 200 mg + 30 mg Blister 24 Unidade(s) Comp revest pelic;0;0043;0;7,49;44,94;0;0;0;2;0;0;0;4;0;0;0;0;0;6
5054168;Cêgripe, 1/500 mg x 20 comp;106;0043;106;9,6;2092,80;69;13;6;3;4;8;6;43;12;19;24;4;7;218
5472949;Griponal, 4/500 mg x 20 comp eferv;67;0043;67;9,9;653,40;15;2;1;3;3;3;2;8;7;6;13;1;2;66
8665604;Ilvico, 250/3/10/36 mg x 20 comp rev;85;0043;85;8,6;1178,20;33;4;1;1;4;9;10;16;14;15;22;7;1;137
5674858;Panadol Gripus, 500/6,1/100 mg x 16 cáps;10;0043;10;9,2;220,80;5;3;0;1;0;2;0;4;1;2;5;0;1;24
2493591;Paramolan C, 500/250 mg x 20 pó sol oral saq;0;0043;0;6,75;87,75;4;2;1;0;0;1;0;0;0;1;2;1;1;13
8870030;Vitamina C Alter Laranja, 1000 mg x 20 comp eferv;0;0043;0;6,21;12,42;2;0;0;0;0;0;0;0;0;0;0;0;0;2
9879213;Vitaminac Retard, 500 mg x 20 cáps lib prol;0;0043;0;7,18;7,18;0;0;0;0;0;0;0;1;0;0;0;0;0;1
5425731;Vitaminac Retard, 500 mg x 60 cáps lib prol;0;0043;0;16,74;33,48;0;0;1;0;0;0;0;0;0;0;1;0;0;2
