CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5603741;Antigrippine trieffect, 500/5 mg x 20 comp rev;0;0043;0;9,35;991,10;6;7;8;7;3;2;6;6;11;21;14;8;7;106
6293159;Bisolviral Spray Nasal 20ml;0;0043;0;10,95;98,55;1;0;0;0;0;0;1;3;1;0;1;2;0;9
9869800;Cebiolon, 100 mg/mL-20 mL x 1 sol oral gta;0;0043;0;5,55;66,60;3;0;0;1;1;0;1;3;1;0;1;1;0;12
5726369;Cegrinaso MG, 200 mg + 30 mg Blister 24 Unidade(s) Comp revest pelic;0;0043;0;7,49;7,49;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5054168;Cêgripe, 1/500 mg x 20 comp;106;0043;106;9,6;6652,80;46;31;24;31;16;21;36;73;73;97;118;70;57;693
5472949;Griponal, 4/500 mg x 20 comp eferv;67;0043;67;9,9;1821,60;7;5;3;4;4;2;11;19;23;33;42;15;16;184
8665604;Ilvico, 250/3/10/36 mg x 20 comp rev;85;0043;85;8,6;1952,20;13;15;7;7;7;6;9;26;21;32;42;18;24;227
5662606;Kaloba, 20 mg x 21 comp rev;0;0043;0;10,99;21,98;0;1;1;0;0;0;0;0;0;0;0;0;0;2
5189857;Panadol Extra, 500/65 mg x 20 comp rev;0;0043;0;4,98;29,88;2;0;1;0;0;0;0;1;1;0;0;1;0;6
5674858;Panadol Gripus, 500/6,1/100 mg x 16 cáps;10;0043;10;9,2;285,20;0;0;0;0;0;0;0;2;5;7;7;4;6;31
2493591;Paramolan C, 500/250 mg x 20 pó sol oral saq;0;0043;0;6,75;148,50;0;2;0;0;0;0;2;4;4;2;4;3;1;22
8870030;Vitamina C Alter Laranja, 1000 mg x 20 comp eferv;0;0043;0;6,21;62,10;1;0;0;0;1;0;2;0;2;2;1;0;1;10
8870048;Vitamina C Alter Morango, 1000 mg x 20 comp eferv;0;0043;0;6,21;18,63;0;0;0;0;0;0;1;1;1;0;0;0;0;3
5425731;Vitaminac Retard, 500 mg x 60 cáps lib prol;0;0043;0;16,74;33,48;0;0;0;1;0;1;0;0;0;0;0;0;0;2
