CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
9313106;Anginova, 0,25/1,5mg+400U x 20 comp chupar;0;43;0;8,27;57,89;0;0;1;1;0;1;1;0;0;0;3;0;0;7
4320396;Collu-Hextril, 2 mg/mL-40 mL x 1 sol pulv bucal;0;43;0;7,05;119,85;3;0;1;0;1;1;1;2;1;2;1;3;1;17
8834101;Euphon, 10 mg x 70 pst;2;43;2;9,75;214,5;0;3;1;0;1;0;0;2;2;5;6;0;2;22
9969600;Hydrotricine, 1 mg x 24 pst;0;43;0;9,22;78,72;0;1;1;0;1;1;2;0;1;0;0;1;0;8
4895983;Locabiosol 125 microgramas, 125 mcg/dose x 10 sol pulv bucal/nasal;0;43;0;8,75;455;7;2;1;2;4;1;5;4;2;6;7;8;3;52
5407382;Mebocaína Anti-Inflam, 1,2/3 mg x 20 comp chupar;0;43;0;9,9;455,4;5;4;4;1;1;0;5;1;3;5;7;4;6;46
5407481;Mebocaína Anti-Inflam, 6/1,5mg/mL-10mL x 1 sol pulv bucal;0;43;0;7,45;29,8;0;0;0;0;0;0;0;0;1;0;1;1;1;4
5470851;Mebocaína Forte, 4/1/0,2 mg x 16 pst;0;43;0;8,45;718,25;6;7;3;5;3;3;5;6;11;7;19;10;0;85
5211636;Mebocaína Forte, 4/1/0,2 mg x 24 pst;38;43;38;9,25;721,5;6;4;2;6;0;2;7;3;8;8;13;12;7;78
5478045;Strepfen Laranja sem açúcar, 8,75 mg x 16 pst;38;43;38;8,9;284,8;0;0;0;0;0;0;0;0;2;10;0;9;11;32
5478052;Strepfen Laranja sem açúcar, 8,75 mg x 24 pst;7;43;7;9,9;118,8;0;0;0;0;0;0;0;5;4;1;0;0;2;12
3700481;Strepfen Mel e limão, 8,75 mg x 16 pst;22;43;22;8,9;4245,3;35;34;28;11;20;12;29;43;30;51;90;55;39;477
5154828;Strepfen Mel e limão, 8,75 mg x 24 pst;27;43;27;10,25;809,75;11;8;6;6;5;5;2;4;14;6;0;5;7;79
5336508;Strepsils Gengibre , 1.2 mg + 0.6 mg Blister 16 Unidade(s) Past;0;43;0;7,9;79;0;0;0;0;1;3;0;0;1;4;1;0;0;10
5164231;Strepsils Laranja com Vitamina C, 1,2/0,6 mg x 24 pst;14;43;14;8,9;822,8;7;4;7;1;1;4;2;5;5;13;22;9;8;88
5182654;Strepsils Limão sem açúcar, 1,2/0,6 mg x 16 pst;6;43;6;7,9;529,3;3;7;6;2;4;1;2;8;6;9;8;8;3;67
5154737;Strepsils Mel e limão, 1,2/0,6 mg x 24 pst;34;43;34;8,9;1982,2;17;5;9;5;1;7;6;12;22;30;41;33;24;212
5301619;Strepsils Menta Fresca, 1,2/0,6 mg x 16 pst;0;43;0;7,9;39,5;1;0;1;1;0;0;0;2;0;0;0;0;0;5
5182647;Strepsils Morango sem açúcar, 1,2/0,6 mg x 16 pst;4;43;4;7,9;513,5;9;1;2;2;0;2;5;7;7;9;8;9;4;65
2889384;Tantum Verde , 1.5 mg/ml Frasco nebulizador 30 ml Sol pulv bucal;0;43;0;8,3;41,5;0;0;1;0;0;0;2;0;2;0;0;0;0;5
8232827;Tantum Verde , 1.5 mg/ml Frasco 240 ml Sol lavag boca;2;43;2;10,95;613,2;7;5;5;3;6;5;3;3;2;4;5;5;3;56
5481361;Tantum Verde , 1.5 mg/ml Frasco 500 ml Sol lavag boca;1;43;1;16,95;118,65;0;0;0;0;0;2;0;2;0;1;0;1;1;7
9527101;Tantum Verde , 3 mg + 2.5 mg Blister 20 Unidade(s) Past;0;43;0;8,95;8,95;0;0;0;0;0;0;0;0;0;0;0;1;0;1
5242086;Tantum Verde , 3 mg/ml Frasco nebulizador 15 ml Sol pulv bucal;1;43;1;12,2;73,2;0;1;0;1;0;0;0;0;0;1;1;2;0;6
5328976;Tantum Verde Eucalipto Sem Açucar, 3 mg x 20 pst;0;43;0;5,98;5,98;0;0;0;0;0;0;0;0;0;0;0;0;1;1
5328950;Tantum Verde Laranja-Mel Sem Açucar, 3 mg x 20 pst;0;43;0;8,3;8,3;0;0;0;0;0;0;0;0;0;0;0;0;1;1
3576287;Tantum Verde Menta Sem Açucar, 3 mg x 20 pst;1;43;1;9,95;89,55;1;1;0;0;0;0;0;0;1;0;3;2;1;9
