CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5346218;Actifed Descongestionante , 1 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;11,5;747,5;2;3;2;1;0;0;1;5;5;12;27;2;5;65
8559013;Actifed, 60/2,5 mg x 20 comp;19;43;19;7,65;634,95;4;9;8;8;5;2;2;9;8;8;5;6;9;83
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;11;43;11;10,95;98,55;0;0;3;2;1;1;0;0;1;0;0;1;0;9
6214742;Aqua Maris Ag Mar Isot Spray 30ml;0;43;0;4,69;98,49;1;2;2;3;0;1;0;5;1;3;1;1;1;21
6214759;Aqua Maris Forte Ag Mar Hipert Spray 30ml;0;43;0;5,1;5,1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
9901116;Benylin (200mL), 2,8/0,4 mg/mL x 1 xar mL;0;43;0;10,48;10,48;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;9,55;28,65;1;1;0;0;0;0;0;0;0;0;0;0;1;3
6304063;Bloxinus Spray Nasal Edema 20ml;0;43;0;10,01;20,02;0;0;0;0;0;0;0;0;1;0;0;0;1;2
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;61,25;0;0;0;0;1;0;1;0;0;0;1;2;0;5
6729327;Breathe Right Penso Nasal Gde X30;0;43;0;26,11;130,55;1;0;0;0;0;0;0;0;1;0;1;2;0;5
6774208;Breathe Right Penso Nasal Peq/Med X10;0;43;0;10,49;10,49;1;0;0;0;0;0;0;0;0;0;0;0;0;1
6729319;Breathe Right Penso Nasal Peq/Med X30;1;43;1;29,5;59;0;0;0;1;0;0;0;0;0;1;0;0;0;2
4256798;Cetirizina Bluepharma MG, 10 mg x 20 comp rev;0;43;0;4,9;1131,9;13;16;18;20;17;19;11;29;19;20;15;19;15;231
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;126;0;1;4;2;1;2;1;1;2;0;2;3;1;20
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;68,4;0;0;2;1;2;1;0;1;1;0;0;0;0;8
7048173;Eucalyplus Spray Nasal 20Ml;0;43;0;9,5;209;4;2;1;0;2;2;1;7;0;3;0;0;0;22
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;457,2;4;0;7;11;7;7;4;6;5;1;8;3;9;72
8707505;Fenolip , 20 mg/ml Frasco nebulizador 15 ml Sol inal neb;0;43;0;6,63;6,63;0;0;0;0;0;0;0;0;0;0;0;0;1;1
6985663;Frimar Spray Nasal Isot 100ml;22;43;22;8,5;85;0;0;0;0;0;0;0;0;0;0;0;4;6;10
5568621;Heperpoll Maçã MG, 10 mg x 14 comp chupar;15;43;15;6,9;34,5;0;0;1;0;0;1;1;1;0;0;0;0;1;5
6317552;Lyomer C Spray Nasal Ag Mar Isot 50ml;0;43;0;10,54;10,54;0;1;0;0;0;0;0;0;0;0;0;0;0;1
9188219;Nasex, 0,5 mg/mL-15 mL x 1 sol nasal conta-gotas;0;43;0;6,3;144,9;1;1;1;0;1;1;0;1;1;1;12;2;1;23
9167205;Nasex, 0,5 mg/mL-15 mL x 1 sol pulv nasal;0;43;0;6,98;460,68;6;9;4;4;2;4;3;7;10;7;3;4;3;66
6116863;Nasivin Mer++ Spray Nasal 20 Ml;0;43;0;7,89;23,67;0;0;0;0;0;0;0;0;0;1;1;1;0;3
6114991;Naso Drill Spray Nasal 100ml;0;43;0;10,6;1420,4;7;9;9;9;10;5;6;13;19;16;15;10;6;134
