CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
5346218;Actifed Descongestionante , 1 mg/ml Frasco 10 ml Sol pulv nasal;0;43;0;11,5;333,5;5;2;1;2;1;2;2;0;1;0;3;4;6;29
8559013;Actifed, 60/2,5 mg x 20 comp;19;43;19;7,65;810,9;9;9;7;4;5;5;4;7;3;12;13;7;21;106
2159184;Allergodil, 1 mg/mL-10 mL x 1 sol pulv nasal;11;43;11;10,95;76,65;0;2;1;1;1;0;1;0;0;0;0;0;1;7
6214742;Aqua Maris Ag Mar Isot Spray 30ml;0;43;0;4,69;37,52;1;1;2;0;0;1;0;2;0;0;0;1;0;8
3574589;Bisolspray Nebulicina Adulto, 0,5 mg/mL-10 mL x 1 sol pulv nasal;4;43;4;9,55;38,2;1;1;0;0;0;0;0;0;0;1;1;0;0;4
6304063;Bloxinus Spray Nasal Edema 20ml;0;43;0;10,01;20,02;1;0;0;1;0;0;0;0;0;0;0;0;0;2
6774190;Breathe Right Penso Nasal Gde X10;1;43;1;12,25;36,75;0;0;0;1;0;0;1;0;0;0;0;0;1;3
6729327;Breathe Right Penso Nasal Gde X30;0;43;0;26,11;104,44;0;0;2;0;0;0;0;0;0;0;0;1;1;4
6774208;Breathe Right Penso Nasal Peq/Med X10;0;43;0;10,49;20,98;0;0;1;0;0;0;1;0;0;0;0;0;0;2
4256798;Cetirizina Bluepharma MG, 10 mg x 20 comp rev;0;43;0;4,9;1205,4;15;23;13;20;21;22;19;22;12;12;22;25;20;246
5475256;Cetix, 10 mg x 7 comp chupar;0;43;0;6,3;144,9;1;5;1;2;3;2;0;1;1;1;1;5;0;23
9702407;Claritine, 10 mg x 20 comp;0;43;0;8,55;119,7;0;1;1;1;0;1;2;1;1;1;3;1;1;14
8070409;Fenistil, 1 mg/mL-20 mL x 1 sol oral gta;10;43;10;6,35;438,15;9;7;5;4;10;7;2;5;5;4;1;6;4;69
8707505;Fenolip , 20 mg/ml Frasco nebulizador 15 ml Sol inal neb;0;43;0;6,63;13,26;1;0;0;0;0;0;0;0;0;0;1;0;0;2
6985655;Frimar Forte  Spray Nasal Hipert 100ml;4;43;4;8,5;8,5;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7776153;Frimar Forte Sp Nasal Hipert 100Ml Duo;0;43;0;9,95;9,95;0;0;0;0;0;0;0;0;0;0;1;0;0;1
6985663;Frimar Spray Nasal Isot 100ml;22;43;22;8,5;1028,5;6;12;3;7;5;6;9;18;9;8;17;11;10;121
7775445;Frimar Spray Nasal Isot 100Ml Duo;0;43;0;9,95;59,7;0;0;0;0;0;0;0;0;0;2;4;0;0;6
5568621;Heperpoll Maçã MG, 10 mg x 14 comp chupar;15;43;15;6,9;62,1;1;3;2;0;1;0;0;0;1;1;0;0;0;9
6426239;Nasalkid Spray Nasal 20ml;0;43;0;11,87;11,87;0;0;0;0;0;0;0;0;1;0;0;0;0;1
